Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DEVM,0.003,0.006,0.009,0.013,0.016,0.020,0.024,0.029,0.033,0.039,0.045,0.051,0.058,0.066,0.073,0.081,0.090,0.099,0.108,0.128,0.139,0.150,0.161,0.172,0.184,0.197,0.209,0.223,0.236,0.250,0.264
DEVO,0.008,0.018,0.028,0.038,0.049,0.060,0.071,0.085,0.100,0.116,0.133,0.153,0.174,0.196,0.218,0.243,0.268,0.295,0.323,0.383,0.415,0.446,0.480,0.514,0.550,0.587,0.625,0.664,0.705,0.746,0.789
DEWP,0.001,0.002,0.003,0.004,0.005,0.006,0.007,0.008,0.010,0.011,0.013,0.015,0.017,0.019,0.021,0.024,0.026,0.029,0.032,0.038,0.041,0.044,0.047,0.050,0.054,0.058,0.061,0.065,0.069,0.073,0.077
DOUN_P,0.003,0.006,0.009,0.013,0.016,0.020,0.024,0.028,0.033,0.039,0.044,0.051,0.058,0.065,0.073,0.081,0.089,0.098,0.107,0.127,0.138,0.148,0.159,0.171,0.183,0.195,0.208,0.221,0.234,0.248,0.262
DRAK_1,0.043,0.098,0.154,0.211,0.270,0.330,0.396,0.472,0.554,0.642,0.739,0.848,0.962,1.084,1.211,1.345,1.486,1.634,1.789,2.123,2.298,2.473,2.657,2.849,3.050,3.252,3.462,3.682,3.905,4.134,4.371
DRAX_1,0.011,0.024,0.038,0.052,0.067,0.082,0.098,0.117,0.137,0.159,0.183,0.210,0.238,0.268,0.300,0.333,0.368,0.404,0.443,0.525,0.569,0.612,0.658,0.705,0.755,0.805,0.857,0.911,0.966,1.023,1.082
DRUM,0.003,0.006,0.010,0.014,0.018,0.022,0.026,0.031,0.036,0.042,0.049,0.056,0.063,0.071,0.080,0.088,0.098,0.107,0.117,0.139,0.151,0.162,0.175,0.187,0.200,0.214,0.227,0.242,0.256,0.272,0.287
DUDH_P,0.006,0.013,0.021,0.029,0.037,0.045,0.054,0.065,0.076,0.088,0.101,0.116,0.132,0.149,0.166,0.184,0.204,0.224,0.245,0.291,0.315,0.339,0.364,0.390,0.418,0.446,0.474,0.505,0.535,0.567,0.599
DUGR_P,0.000,0.001,0.001,0.001,0.002,0.002,0.003,0.003,0.004,0.004,0.005,0.006,0.007,0.007,0.008,0.009,0.010,0.011,0.012,0.015,0.016,0.017,0.018,0.020,0.021,0.022,0.024,0.025,0.027,0.029,0.030
DUMF,0.012,0.027,0.045,0.060,0.078,0.096,0.114,0.135,0.159,0.183,0.213,0.243,0.276,0.312,0.348,0.387,0.426,0.468,0.513,0.609,0.660,0.708,0.762,0.816,0.876,0.933,0.993,1.056,1.119,1.185,1.254
DUNB,0.007,0.015,0.024,0.033,0.042,0.052,0.062,0.074,0.086,0.100,0.115,0.132,0.150,0.169,0.189,0.210,0.232,0.255,0.279,0.331,0.359,0.386,0.415,0.445,0.476,0.508,0.540,0.575,0.609,0.645,0.682
DUNF,0.004,0.009,0.014,0.019,0.024,0.030,0.036,0.043,0.050,0.058,0.067,0.077,0.087,0.098,0.109,0.121,0.134,0.148,0.162,0.192,0.208,0.223,0.240,0.257,0.275,0.294,0.313,0.333,0.353,0.373,0.395
