Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DOUN_P,0.016,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016
DRAK_1,62.031,59.746,58.998,58.724,58.384,58.402,58.396,58.306,58.253,58.162,58.000,57.929,58.174,58.418,58.762,59.135,59.998,60.657,61.224,61.291,60.675,61.167,61.504,61.488,61.544,61.423,61.492,61.664,61.836,61.949,61.852
DRAX_1,34.847,33.563,33.143,32.989,32.798,32.808,32.804,32.754,32.724,32.673,32.582,32.542,32.680,32.817,33.010,33.220,33.705,34.075,34.393,34.431,34.085,34.361,34.551,34.542,34.573,34.505,34.544,34.640,34.737,34.800,34.746
DRCR,6.358,6.124,6.047,6.019,5.984,5.986,5.985,5.976,5.970,5.961,5.945,5.937,5.962,5.987,6.023,6.061,6.149,6.217,6.275,6.282,6.219,6.269,6.304,6.302,6.308,6.295,6.302,6.320,6.338,6.349,6.339
DRUM,14.593,14.055,13.879,13.814,13.735,13.739,13.737,13.716,13.704,13.682,13.644,13.628,13.685,13.743,13.823,13.911,14.114,14.269,14.403,14.418,14.273,14.389,14.469,14.465,14.478,14.449,14.466,14.506,14.547,14.573,14.550
DUBE_P,0.011,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.011,0.011,0.011,0.011
DUDH_P,16.361,15.758,15.561,15.488,15.399,15.404,15.402,15.378,15.364,15.340,15.298,15.279,15.344,15.408,15.499,15.597,15.825,15.998,16.148,16.166,16.003,16.133,16.222,16.218,16.232,16.200,16.219,16.264,16.309,16.339,16.314
DUGR_P,2.108,2.030,2.005,1.995,1.984,1.984,1.984,1.981,1.979,1.976,1.971,1.968,1.977,1.985,1.997,2.009,2.039,2.061,2.080,2.083,2.062,2.078,2.090,2.089,2.091,2.087,2.089,2.095,2.101,2.105,2.102
DUMF,17.713,17.060,16.845,16.768,16.671,16.676,16.674,16.649,16.633,16.607,16.561,16.542,16.611,16.681,16.779,16.886,17.132,17.320,17.481,17.501,17.325,17.465,17.561,17.558,17.573,17.539,17.559,17.607,17.657,17.689,17.662
DUNB,10.589,10.198,10.071,10.024,9.966,9.969,9.968,9.953,9.944,9.928,9.900,9.888,9.930,9.972,10.031,10.094,10.241,10.354,10.451,10.462,10.357,10.441,10.499,10.496,10.505,10.485,10.496,10.526,10.555,10.574,10.558
