Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BUSH_1,11.370,11.530,12.000,12.670,13.400,14.190,14.990,15.770,16.760,17.960,19.610,21.460,23.440,25.170,27.340,28.650,28.830,28.730,28.900,30.010,31.110,32.200,33.280,34.350,35.160,35.960,36.750,37.530,38.310,39.090,39.860
BUST_1,,,,1.330,2.790,4.380,5.970,7.540,9.520,11.900,15.200,18.910,22.870,26.330,30.680,33.290,33.640,33.450,33.790,36.010,38.200,40.380,42.550,44.700,46.310,47.900,49.490,51.060,52.620,54.170,55.700
CAAD_P,1.000,1.140,1.320,1.400,1.490,1.580,1.680,1.790,1.910,2.060,2.160,2.380,2.630,2.870,3.170,3.420,3.570,3.700,3.860,4.110,4.380,4.660,4.950,5.250,5.520,5.810,6.100,6.400,6.710,7.030,7.350
CAMB_01,15.770,15.990,16.640,17.810,19.090,20.480,21.860,23.240,24.970,27.060,29.950,33.190,36.650,39.680,43.490,45.780,46.080,45.910,46.210,48.150,50.070,51.980,53.870,55.760,57.160,58.560,59.950,61.320,62.690,64.040,65.390
CANTN1;RICH1;RICH_J,170.860,173.250,180.320,185.900,192.040,198.720,205.370,211.990,220.300,230.310,244.170,259.740,276.350,290.900,309.160,320.150,321.620,320.810,322.260,331.540,340.770,349.930,359.020,368.050,374.800,381.510,388.160,394.770,401.320,407.820,414.280
CAPEA1,5.260,5.330,5.550,5.940,6.360,6.830,7.290,7.750,8.330,9.020,9.980,11.060,12.220,13.230,14.500,15.260,15.360,15.310,15.410,16.050,16.690,17.330,17.960,18.590,19.060,19.520,19.980,20.440,20.900,21.350,21.800
CARE_1,15.500,15.720,16.360,16.740,17.170,17.630,18.100,18.560,19.130,19.830,20.790,21.870,23.030,24.040,25.300,26.070,26.170,26.110,26.210,26.860,27.500,28.130,28.770,29.390,29.860,30.330,30.790,31.250,31.700,32.150,32.600
CARR_1,10.160,10.310,10.730,11.110,11.540,12.000,12.470,12.920,13.500,14.200,15.160,16.240,17.390,18.400,19.670,20.440,20.540,20.480,20.580,21.230,21.870,22.500,23.140,23.760,24.230,24.700,25.160,25.620,26.070,26.520,26.970
CASS_P,,,,0.150,0.310,0.480,0.670,0.870,1.110,1.380,1.580,1.990,2.450,2.910,3.470,3.920,4.210,4.460,4.750,5.230,5.740,6.260,6.800,7.360,7.880,8.410,8.960,9.520,10.100,10.690,11.300
CATY,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
CELL_1,28.290,28.690,29.860,33.350,37.180,41.360,45.520,49.650,54.850,61.100,69.770,79.500,89.880,98.970,110.390,117.260,118.170,117.670,118.570,124.370,130.140,135.860,141.550,147.190,151.410,155.600,159.760,163.890,167.990,172.050,176.080
CHAP,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
CHAS,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
CHIC_1,64.670,65.570,68.250,76.770,86.150,96.360,106.520,116.630,129.340,144.620,165.800,189.580,214.970,237.190,265.090,281.880,284.120,282.890,285.090,299.280,313.380,327.370,341.260,355.060,365.380,375.620,385.790,395.870,405.890,415.820,425.680
CHSI_1,6.660,6.750,7.030,7.360,7.730,8.120,8.520,8.910,9.410,10.010,10.830,11.760,12.750,13.610,14.700,15.350,15.440,15.390,15.480,16.030,16.580,17.130,17.670,18.200,18.610,19.010,19.400,19.790,20.180,20.570,20.960
CHTE_1,137.710,139.640,145.330,145.800,146.310,146.860,147.420,147.970,148.660,149.500,150.650,151.950,153.330,154.550,156.070,156.980,157.110,157.040,157.160,157.930,158.700,159.460,160.220,160.970,161.540,162.100,162.650,163.200,163.750,164.290,164.830
CITR_1,,,,0.210,0.440,0.700,0.950,1.200,1.520,1.890,2.420,3.010,3.640,4.190,4.880,5.300,5.350,5.320,5.380,5.730,6.080,6.420,6.770,7.110,7.370,7.620,7.870,8.120,8.370,8.620,8.860
CLAY_P,,,,0.030,0.070,0.110,0.150,0.190,0.250,0.310,0.350,0.440,0.540,0.650,0.770,0.870,0.940,0.990,1.060,1.160,1.280,1.390,1.510,1.640,1.750,1.870,1.990,2.120,2.250,2.380,2.510
CLYM,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
COAT,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
CONQA1;SASA,107.940,109.460,113.920,115.080,116.360,117.750,119.140,120.520,122.250,124.340,127.220,130.470,133.930,136.960,140.760,143.050,143.360,143.190,143.490,145.430,147.350,149.260,151.150,153.030,154.440,155.840,157.220,158.600,159.960,161.320,162.660
COUA_P,,,,0.210,0.440,0.690,0.960,1.240,1.570,1.960,2.240,2.830,3.480,4.140,4.930,5.580,5.990,6.340,6.760,7.440,8.160,8.900,9.670,10.470,11.200,11.960,12.740,13.540,14.360,15.210,16.070
COVE_1,7.340,7.450,7.750,9.080,10.540,12.130,13.710,15.290,17.270,19.650,22.950,26.660,30.620,34.080,38.430,41.040,41.390,41.200,41.540,43.760,45.950,48.130,50.300,52.450,54.060,55.650,57.240,58.810,60.370,61.920,63.450
COWL_1;ECLA_H,260.970,264.630,275.420,284.720,294.950,306.090,317.180,328.200,342.060,358.740,381.840,407.790,435.480,459.730,490.160,508.480,510.920,509.570,511.980,527.460,542.830,558.100,573.250,588.300,599.560,610.740,621.830,632.830,643.760,654.590,665.350
COYL,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
CREB_1,16.700,16.930,17.620,19.170,20.880,22.730,24.580,26.420,28.730,31.510,35.360,39.680,44.300,48.340,53.410,56.470,56.870,56.650,57.050,59.630,62.190,64.740,67.260,69.770,71.650,73.510,75.360,77.190,79.010,80.820,82.610
CROO,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
CUMB,,,,0.600,1.270,2.010,2.800,3.650,4.630,5.770,6.490,8.340,10.420,12.550,15.120,17.320,18.850,20.190,21.760,24.140,26.630,29.230,31.940,34.760,37.400,40.120,42.920,45.810,48.780,51.840,54.980
CUPA,4.000,5.050,6.290,6.890,7.560,8.300,9.090,9.940,10.920,12.060,12.780,14.630,16.710,18.840,21.410,23.610,25.140,26.490,28.050,30.430,32.920,35.530,38.230,41.050,43.690,46.410,49.210,52.100,55.070,58.130,61.270
DALM3,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
DEVM,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
DEVO,4.800,6.060,7.550,8.150,8.820,9.560,10.350,11.190,12.180,13.320,14.040,15.890,17.970,20.100,22.670,24.870,26.400,27.740,29.310,31.690,34.180,36.780,39.490,42.310,44.950,47.670,50.470,53.360,56.330,59.390,62.530
DOUN_P,,,,0.410,0.860,1.350,1.880,2.440,3.100,3.870,4.420,5.570,6.860,8.150,9.710,10.990,11.800,12.490,13.310,14.660,16.070,17.530,19.050,20.620,22.070,23.570,25.100,26.680,28.300,29.960,31.670
DRAK_1,85.990,87.200,90.750,91.420,92.150,92.950,93.740,94.520,95.510,96.710,98.360,100.210,102.190,103.920,106.090,107.400,107.580,107.480,107.650,108.760,109.860,110.950,112.030,113.100,113.910,114.710,115.500,116.280,117.060,117.840,118.610
DRAX_1,,,,1.160,2.440,3.830,5.220,6.600,8.330,10.420,13.300,16.550,20.010,23.040,26.840,29.130,29.440,29.270,29.570,31.510,33.430,35.340,37.230,39.110,40.520,41.910,43.300,44.680,46.040,47.400,48.740
DRCR,,,,0.600,1.270,2.010,2.800,3.650,4.630,5.770,6.490,8.340,10.420,12.550,15.120,17.320,18.850,20.190,21.760,24.140,26.630,29.230,31.940,34.760,37.400,40.120,42.920,45.810,48.780,51.840,54.980
DUDH_P,,,,0.100,0.200,0.320,0.450,0.580,0.740,0.920,1.050,1.330,1.630,1.940,2.310,2.620,2.810,2.970,3.170,3.490,3.820,4.170,4.530,4.910,5.250,5.610,5.970,6.350,6.730,7.130,7.530
DUGR_P,,,,0.090,0.180,0.290,0.400,0.520,0.660,0.830,0.950,1.190,1.470,1.750,2.080,2.350,2.530,2.670,2.850,3.140,3.440,3.750,4.080,4.420,4.730,5.050,5.370,5.710,6.060,6.420,6.780
DUMF,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
DUNB,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
DUNF,,,,0.600,1.270,2.010,2.800,3.650,4.630,5.770,6.490,8.340,10.420,12.550,15.120,17.320,18.850,20.190,21.760,24.140,26.630,29.230,31.940,34.760,37.400,40.120,42.920,45.810,48.780,51.840,54.980
DUNO_P,,,,0.600,1.270,2.010,2.800,3.650,4.630,5.770,6.490,8.340,10.420,12.550,15.120,17.320,18.850,20.190,21.760,24.140,26.630,29.230,31.940,34.760,37.400,40.120,42.920,45.810,48.780,51.840,54.980
DYCE_P,,,,0.560,1.180,1.870,2.600,3.370,4.280,5.340,6.100,7.690,9.470,11.240,13.400,15.170,16.280,17.230,18.370,20.230,22.180,24.190,26.290,28.460,30.460,32.520,34.640,36.810,39.050,41.350,43.700
EALI_6,,,,0.210,0.440,0.700,0.950,1.200,1.520,1.890,2.420,3.010,3.640,4.190,4.880,5.300,5.350,5.320,5.380,5.730,6.080,6.420,6.770,7.110,7.370,7.620,7.870,8.120,8.370,8.620,8.860
EASO_1,271.290,275.090,286.310,290.960,296.080,301.650,307.190,312.700,319.630,327.970,339.520,352.500,366.340,378.470,393.680,402.840,404.060,403.390,404.590,412.330,420.020,427.650,435.230,442.750,448.380,453.970,459.520,465.020,470.480,475.900,481.280
ECCL,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
ECLA_1,117.330,118.980,123.830,128.480,133.590,139.170,144.710,150.220,157.150,165.490,177.040,190.010,203.860,215.980,231.200,240.360,241.580,240.910,242.110,249.850,257.540,265.170,272.750,280.270,285.900,291.490,297.030,302.540,308.000,313.420,318.790
EKIL,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
EKIS,,,,0.070,0.150,0.230,0.330,0.420,0.540,0.670,0.760,0.970,1.210,1.460,1.760,2.010,2.190,2.350,2.530,2.810,3.100,3.400,3.710,4.040,4.350,4.670,4.990,5.330,5.670,6.030,6.390
ELGI_P,1.270,1.450,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680,1.680
ELLA_1,,,,0.290,0.610,0.960,1.310,1.650,2.080,2.600,3.330,4.140,5.000,5.760,6.710,7.280,7.360,7.320,7.390,7.880,8.360,8.830,9.310,9.780,10.130,10.480,10.830,11.170,11.510,11.850,12.190
ELST_1,,,,0.260,0.540,0.850,1.160,1.470,1.850,2.310,2.960,3.680,4.450,5.120,5.970,6.470,6.540,6.500,6.570,7.000,7.430,7.850,8.270,8.690,9.000,9.310,9.620,9.930,10.230,10.530,10.830
ENDE_1,56.300,57.090,59.420,61.740,64.300,67.080,69.850,72.610,76.080,80.240,86.020,92.510,99.430,105.490,113.100,117.680,118.290,117.950,118.550,122.430,126.270,130.080,133.870,137.640,140.450,143.240,146.020,148.770,151.500,154.210,156.900
EXET1,95.420,96.750,100.700,107.120,114.170,121.860,129.510,137.120,146.680,158.190,174.130,192.030,211.140,227.870,248.870,261.510,263.190,262.270,263.930,274.610,285.220,295.750,306.210,316.590,324.360,332.070,339.720,347.310,354.850,362.330,369.750
FASN_P,,,,0.080,0.170,0.270,0.370,0.480,0.620,0.770,0.880,1.100,1.360,1.620,1.930,2.180,2.340,2.480,2.640,2.910,3.190,3.480,3.780,4.090,4.380,4.670,4.980,5.290,5.610,5.940,6.280
