Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
AYRR,0.209,0.219,0.216,0.230,0.243,0.255,0.269,0.284,0.293,0.303,0.316,0.327,0.368,0.464,0.545,0.638,0.738,0.820,0.895,0.968,1.036,1.305,1.560,1.800,2.026,2.239,2.435,2.663,2.875,3.073,3.259,3.435
BAGA,0.205,0.215,0.212,0.226,0.239,0.251,0.264,0.279,0.287,0.298,0.310,0.321,0.361,0.456,0.536,0.627,0.725,0.806,0.879,0.951,1.017,1.282,1.533,1.769,1.990,2.199,2.392,2.616,2.825,3.018,3.201,3.375
BAIN,0.149,0.156,0.154,0.163,0.173,0.181,0.191,0.202,0.208,0.216,0.225,0.233,0.262,0.330,0.388,0.454,0.525,0.583,0.637,0.689,0.737,0.929,1.110,1.281,1.441,1.592,1.732,1.894,2.045,2.186,2.318,2.444
BARKC1;BARKW3,1.949,2.045,2.019,2.144,2.266,2.380,2.512,2.649,2.730,2.829,2.946,3.052,3.434,4.331,5.090,5.957,6.888,7.652,8.354,9.036,9.664,12.182,14.561,16.803,18.908,20.891,22.727,24.852,26.834,28.675,30.413,32.059
BEAU_P;ORRI_P,0.158,0.165,0.163,0.173,0.183,0.192,0.203,0.214,0.221,0.229,0.238,0.247,0.277,0.350,0.411,0.481,0.557,0.618,0.675,0.730,0.781,0.984,1.177,1.358,1.528,1.688,1.837,2.008,2.169,2.317,2.458,2.591
BEDDT1,0.727,0.763,0.753,0.800,0.846,0.888,0.938,0.989,1.019,1.056,1.099,1.139,1.281,1.616,1.900,2.223,2.571,2.856,3.118,3.372,3.607,4.546,5.434,6.271,7.057,7.797,8.482,9.275,10.015,10.702,11.350,11.965
BEDD_1,3.111,3.263,3.222,3.424,3.618,3.799,4.010,4.228,4.358,4.516,4.703,4.871,5.481,6.913,8.125,9.509,10.995,12.216,13.335,14.424,15.428,19.446,23.243,26.823,30.183,33.350,36.279,39.672,42.837,45.775,48.549,51.177
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,0.224,0.235,0.232,0.246,0.260,0.273,0.289,0.304,0.314,0.325,0.338,0.350,0.394,0.497,0.585,0.684,0.791,0.879,0.959,1.038,1.110,1.399,1.672,1.930,2.171,2.399,2.610,2.854,3.082,3.293,3.493,3.682
BERW,0.082,0.086,0.085,0.090,0.095,0.100,0.105,0.111,0.114,0.119,0.124,0.128,0.144,0.182,0.213,0.250,0.289,0.321,0.350,0.379,0.405,0.511,0.610,0.704,0.793,0.876,0.953,1.042,1.125,1.202,1.275,1.344
BESW_1,1.692,1.775,1.752,1.862,1.967,2.066,2.181,2.299,2.370,2.456,2.557,2.649,2.981,3.760,4.418,5.171,5.979,6.643,7.252,7.844,8.390,10.575,12.640,14.586,16.414,18.136,19.729,21.574,23.295,24.893,26.401,27.830
BICF_1,1.126,1.181,1.167,1.240,1.310,1.376,1.452,1.531,1.578,1.635,1.703,1.763,1.984,2.503,2.942,3.443,3.981,4.423,4.828,5.222,5.586,7.041,8.415,9.711,10.928,12.074,13.135,14.363,15.509,16.573,17.577,18.528
BIRK_1,1.632,1.712,1.690,1.796,1.898,1.993,2.103,2.218,2.286,2.369,2.467,2.555,2.875,3.626,4.262,4.988,5.767,6.408,6.995,7.566,8.092,10.200,12.192,14.069,15.832,17.493,19.029,20.809,22.469,24.010,25.465,26.843
BISW_1,2.592,2.718,2.684,2.852,3.014,3.165,3.341,3.522,3.631,3.762,3.917,4.057,4.566,5.759,6.768,7.921,9.159,10.177,11.108,12.015,12.852,16.200,19.362,22.344,25.143,27.782,30.222,33.048,35.684,38.132,40.443,42.632
BLYTB1,1.240,1.301,1.284,1.365,1.442,1.515,1.599,1.685,1.737,1.800,1.875,1.942,2.185,2.756,3.239,3.790,4.383,4.870,5.316,5.750,6.150,7.752,9.265,10.692,12.032,13.294,14.462,15.814,17.076,18.247,19.353,20.400
BLYTH132,0.385,0.403,0.398,0.423,0.447,0.470,0.496,0.523,0.539,0.558,0.581,0.602,0.678,0.855,1.005,1.176,1.360,1.511,1.649,1.783,1.908,2.405,2.874,3.317,3.732,4.124,4.486,4.905,5.297,5.660,6.003,6.328
BOAG_P,0.089,0.094,0.092,0.098,0.104,0.109,0.115,0.121,0.125,0.129,0.135,0.140,0.157,0.198,0.233,0.272,0.315,0.350,0.382,0.413,0.442,0.557,0.666,0.769,0.865,0.956,1.040,1.137,1.228,1.312,1.391,1.467
BOLN_1,5.139,5.389,5.322,5.655,5.975,6.275,6.623,6.983,7.198,7.459,7.767,8.044,9.053,11.418,13.419,15.705,18.160,20.177,22.024,23.822,25.481,32.118,38.389,44.301,49.850,55.081,59.919,65.523,70.750,75.603,80.184,84.523
BONN,0.341,0.358,0.353,0.375,0.397,0.416,0.440,0.463,0.478,0.495,0.515,0.534,0.601,0.758,0.891,1.042,1.205,1.339,1.462,1.581,1.691,2.131,2.548,2.940,3.308,3.655,3.976,4.348,4.695,5.017,5.321,5.609
BOTW_1,1.003,1.052,1.039,1.104,1.166,1.225,1.293,1.363,1.405,1.456,1.516,1.570,1.767,2.228,2.619,3.065,3.544,3.938,4.298,4.649,4.973,6.268,7.492,8.646,9.729,10.750,11.694,12.787,13.807,14.755,15.649,16.495
BRAC_P,0.209,0.219,0.216,0.230,0.243,0.255,0.269,0.284,0.292,0.303,0.315,0.327,0.368,0.464,0.545,0.638,0.737,0.819,0.894,0.967,1.034,1.304,1.559,1.799,2.024,2.236,2.433,2.660,2.872,3.069,3.255,3.431
BRAI_1,1.505,1.578,1.558,1.656,1.750,1.838,1.940,2.045,2.108,2.184,2.275,2.356,2.651,3.344,3.930,4.599,5.318,5.909,6.450,6.976,7.462,9.406,11.242,12.973,14.599,16.131,17.547,19.188,20.719,22.140,23.482,24.753
BRAP,0.151,0.159,0.157,0.167,0.176,0.185,0.195,0.206,0.212,0.220,0.229,0.237,0.267,0.336,0.395,0.463,0.535,0.594,0.649,0.702,0.751,0.946,1.131,1.305,1.469,1.623,1.765,1.930,2.084,2.227,2.362,2.490
BRAW_1,2.337,2.451,2.420,2.571,2.717,2.853,3.012,3.175,3.273,3.392,3.532,3.658,4.116,5.192,6.102,7.141,8.257,9.175,10.015,10.832,11.586,14.604,17.456,20.144,22.668,25.046,27.246,29.794,32.171,34.378,36.461,38.434
BRED_1,1.804,1.892,1.868,1.985,2.098,2.203,2.325,2.452,2.527,2.619,2.727,2.824,3.178,4.009,4.711,5.513,6.375,7.083,7.732,8.363,8.945,11.275,13.477,15.552,17.501,19.337,21.035,23.003,24.838,26.541,28.150,29.673
BRFO_1;CLT03,4.311,4.520,4.464,4.743,5.012,5.264,5.556,5.858,6.038,6.257,6.515,6.748,7.594,9.578,11.257,13.173,15.233,16.924,18.474,19.982,21.373,26.940,32.201,37.160,41.815,46.202,50.260,54.960,59.345,63.415,67.258,70.898
BRID_P,0.134,0.140,0.138,0.147,0.155,0.163,0.172,0.182,0.187,0.194,0.202,0.209,0.235,0.297,0.349,0.408,0.472,0.525,0.573,0.620,0.663,0.835,0.998,1.152,1.297,1.433,1.558,1.704,1.840,1.966,2.086,2.198
BRIM_1,2.035,2.134,2.107,2.239,2.366,2.485,2.622,2.765,2.850,2.953,3.075,3.185,3.584,4.521,5.313,6.218,7.190,7.989,8.720,9.432,10.089,12.717,15.199,17.540,19.737,21.808,23.724,25.943,28.012,29.934,31.748,33.466
BROA_P,0.054,0.056,0.056,0.059,0.063,0.066,0.069,0.073,0.075,0.078,0.081,0.084,0.095,0.119,0.140,0.164,0.190,0.211,0.230,0.249,0.267,0.336,0.402,0.464,0.522,0.576,0.627,0.686,0.740,0.791,0.839,0.884
BROR_P,0.032,0.034,0.034,0.036,0.038,0.040,0.042,0.044,0.045,0.047,0.049,0.051,0.057,0.072,0.085,0.099,0.115,0.127,0.139,0.150,0.161,0.203,0.242,0.280,0.315,0.348,0.378,0.413,0.446,0.477,0.506,0.533
BROX,0.264,0.277,0.273,0.290,0.307,0.322,0.340,0.359,0.370,0.383,0.399,0.413,0.465,0.586,0.689,0.807,0.933,1.036,1.131,1.223,1.309,1.649,1.971,2.275,2.560,2.829,3.077,3.365,3.633,3.883,4.118,4.341
BRWA1,1.160,1.217,1.202,1.277,1.349,1.417,1.495,1.577,1.625,1.684,1.754,1.816,2.044,2.578,3.030,3.546,4.100,4.555,4.973,5.379,5.753,7.252,8.667,10.002,11.255,12.436,13.528,14.794,15.974,17.070,18.104,19.084
BUMU_P,0.213,0.224,0.221,0.235,0.248,0.260,0.275,0.290,0.299,0.309,0.322,0.334,0.376,0.474,0.557,0.652,0.753,0.837,0.914,0.988,1.057,1.332,1.593,1.838,2.068,2.285,2.486,2.718,2.935,3.136,3.326,3.507
BURM_1,2.314,2.426,2.396,2.546,2.690,2.825,2.982,3.144,3.241,3.358,3.497,3.622,4.076,5.141,6.042,7.071,8.176,9.084,9.916,10.725,11.472,14.460,17.283,19.945,22.444,24.799,26.977,29.500,31.853,34.038,36.101,38.054
BUSH_1,1.054,1.105,1.092,1.160,1.226,1.287,1.358,1.432,1.476,1.530,1.593,1.650,1.857,2.342,2.752,3.221,3.725,4.138,4.517,4.886,5.226,6.588,7.874,9.086,10.225,11.298,12.290,13.439,14.511,15.507,16.447,17.337
BUST_1,2.412,2.530,2.498,2.654,2.805,2.946,3.109,3.278,3.379,3.501,3.646,3.776,4.250,5.360,6.299,7.372,8.525,9.471,10.339,11.183,11.961,15.077,18.020,20.795,23.401,25.856,28.127,30.758,33.211,35.489,37.640,39.677
CAAD_P,0.093,0.098,0.097,0.103,0.108,0.114,0.120,0.127,0.131,0.135,0.141,0.146,0.164,0.207,0.244,0.285,0.330,0.366,0.400,0.432,0.463,0.583,0.697,0.804,0.905,1.000,1.088,1.190,1.284,1.373,1.456,1.535
CAMB_01,0.202,0.212,0.210,0.223,0.235,0.247,0.261,0.275,0.283,0.294,0.306,0.317,0.356,0.450,0.528,0.618,0.715,0.794,0.867,0.938,1.003,1.265,1.511,1.744,1.963,2.169,2.359,2.580,2.786,2.977,3.157,3.328
CANTN1;RICH1;RICH_J,2.425,2.544,2.512,2.669,2.821,2.961,3.126,3.295,3.397,3.520,3.666,3.796,4.273,5.389,6.333,7.412,8.570,9.522,10.394,11.243,12.025,15.157,18.117,20.907,23.526,25.995,28.278,30.923,33.389,35.680,37.842,39.889
CAPEA1,1.871,1.962,1.937,2.059,2.175,2.285,2.411,2.542,2.621,2.716,2.828,2.929,3.296,4.157,4.885,5.718,6.611,7.345,8.018,8.673,9.276,11.693,13.976,16.128,18.149,20.053,21.814,23.854,25.757,27.524,29.192,30.772
CARE_1,0.683,0.717,0.708,0.752,0.795,0.834,0.881,0.929,0.957,0.992,1.033,1.070,1.204,1.518,1.784,2.088,2.415,2.683,2.929,3.168,3.388,4.271,5.105,5.891,6.629,7.325,7.968,8.713,9.408,10.054,10.663,11.240
CARR_1,1.924,2.018,1.993,2.117,2.238,2.350,2.480,2.615,2.695,2.793,2.908,3.012,3.390,4.276,5.025,5.881,6.800,7.555,8.247,8.921,9.541,12.027,14.375,16.589,18.667,20.626,22.437,24.536,26.493,28.310,30.026,31.651
CASS_P,0.004,0.004,0.004,0.004,0.005,0.005,0.005,0.006,0.006,0.006,0.006,0.006,0.007,0.009,0.011,0.012,0.014,0.016,0.017,0.019,0.020,0.025,0.030,0.035,0.039,0.043,0.047,0.052,0.056,0.060,0.063,0.067
CATY,0.102,0.107,0.106,0.112,0.118,0.124,0.131,0.138,0.143,0.148,0.154,0.160,0.180,0.226,0.266,0.311,0.360,0.400,0.437,0.472,0.505,0.637,0.761,0.878,0.988,1.092,1.188,1.299,1.403,1.499,1.590,1.676
CEAN_P,0.008,0.008,0.008,0.009,0.009,0.010,0.010,0.011,0.011,0.012,0.012,0.013,0.014,0.018,0.021,0.024,0.028,0.031,0.034,0.037,0.040,0.050,0.060,0.069,0.078,0.086,0.093,0.102,0.110,0.118,0.125,0.132
CELL_1,4.486,4.704,4.645,4.936,5.216,5.478,5.781,6.096,6.283,6.511,6.780,7.022,7.902,9.967,11.714,13.709,15.852,17.612,19.225,20.795,22.242,28.036,33.509,38.670,43.514,48.080,52.303,57.195,61.757,65.994,69.993,73.780
CHAP,0.199,0.208,0.206,0.219,0.231,0.243,0.256,0.270,0.278,0.288,0.300,0.311,0.350,0.441,0.519,0.607,0.702,0.780,0.851,0.921,0.985,1.241,1.484,1.712,1.927,2.129,2.316,2.532,2.734,2.922,3.099,3.267
CHAR_P,0.157,0.164,0.162,0.173,0.182,0.191,0.202,0.213,0.220,0.228,0.237,0.245,0.276,0.348,0.409,0.479,0.554,0.616,0.672,0.727,0.778,0.980,1.171,1.352,1.521,1.681,1.828,1.999,2.159,2.307,2.447,2.579
CHAS,0.131,0.138,0.136,0.144,0.153,0.160,0.169,0.178,0.184,0.191,0.198,0.206,0.231,0.292,0.343,0.401,0.464,0.516,0.563,0.609,0.651,0.821,0.981,1.132,1.274,1.407,1.531,1.674,1.808,1.932,2.049,2.160
CHIC_1,0.509,0.534,0.527,0.560,0.592,0.621,0.656,0.692,0.713,0.739,0.769,0.797,0.896,1.131,1.329,1.555,1.798,1.998,2.181,2.359,2.523,3.180,3.801,4.387,4.936,5.454,5.933,6.488,7.006,7.486,7.940,8.370
CHSI_1,1.715,1.799,1.776,1.887,1.994,2.094,2.210,2.331,2.402,2.489,2.592,2.685,3.021,3.811,4.479,5.241,6.061,6.734,7.350,7.951,8.504,10.719,12.812,14.785,16.637,18.383,19.998,21.868,23.612,25.232,26.761,28.209
CHTE_1,3.088,3.239,3.198,3.398,3.591,3.771,3.980,4.197,4.326,4.483,4.668,4.834,5.440,6.862,8.064,9.438,10.913,12.125,13.235,14.316,15.313,19.301,23.070,26.623,29.958,33.101,36.008,39.376,42.517,45.434,48.187,50.795
CITR_1,1.735,1.819,1.796,1.909,2.017,2.118,2.236,2.357,2.430,2.518,2.622,2.715,3.056,3.854,4.530,5.301,6.130,6.811,7.435,8.042,8.601,10.842,12.959,14.954,16.828,18.593,20.226,22.118,23.882,25.521,27.067,28.532
CLAY_P,0.060,0.063,0.062,0.066,0.070,0.073,0.078,0.082,0.084,0.087,0.091,0.094,0.106,0.134,0.157,0.184,0.213,0.236,0.258,0.279,0.298,0.376,0.450,0.519,0.584,0.645,0.702,0.767,0.829,0.885,0.939,0.990
CLYM,0.338,0.354,0.350,0.372,0.393,0.413,0.435,0.459,0.473,0.490,0.511,0.529,0.595,0.751,0.882,1.032,1.194,1.326,1.448,1.566,1.675,2.111,2.524,2.912,3.277,3.621,3.939,4.307,4.651,4.970,5.271,5.556
COAT,0.285,0.299,0.295,0.314,0.332,0.348,0.368,0.388,0.400,0.414,0.431,0.447,0.503,0.634,0.745,0.872,1.008,1.120,1.223,1.322,1.414,1.783,2.131,2.459,2.767,3.058,3.326,3.637,3.928,4.197,4.451,4.692
COCK,0.235,0.247,0.244,0.259,0.274,0.288,0.304,0.320,0.330,0.342,0.356,0.369,0.415,0.523,0.615,0.720,0.832,0.925,1.009,1.092,1.168,1.472,1.759,2.030,2.284,2.524,2.746,3.003,3.242,3.465,3.675,3.873
CONQA1;SASA,1.795,1.882,1.859,1.976,2.087,2.192,2.314,2.440,2.515,2.606,2.714,2.810,3.163,3.988,4.688,5.486,6.344,7.048,7.694,8.322,8.901,11.220,13.410,15.475,17.414,19.241,20.932,22.888,24.715,26.410,28.010,29.526
COUA_P,0.124,0.130,0.129,0.137,0.145,0.152,0.160,0.169,0.174,0.181,0.188,0.195,0.219,0.276,0.325,0.380,0.440,0.488,0.533,0.577,0.617,0.777,0.929,1.072,1.207,1.333,1.450,1.586,1.712,1.830,1.941,2.046
COVE_1,3.054,3.202,3.162,3.360,3.551,3.729,3.936,4.150,4.277,4.432,4.615,4.780,5.379,6.785,7.974,9.332,10.791,11.989,13.087,14.155,15.141,19.085,22.811,26.324,29.621,32.730,35.604,38.934,42.040,44.924,47.646,50.224
COWL_1;ECLA_H,2.938,3.081,3.042,3.232,3.416,3.587,3.786,3.992,4.115,4.264,4.440,4.599,5.175,6.527,7.671,8.978,10.381,11.534,12.590,13.618,14.566,18.360,21.944,25.324,28.496,31.487,34.252,37.455,40.443,43.218,45.836,48.317
COYL,0.189,0.199,0.196,0.208,0.220,0.231,0.244,0.257,0.265,0.275,0.286,0.296,0.333,0.421,0.494,0.579,0.669,0.743,0.811,0.878,0.939,1.183,1.414,1.632,1.836,2.029,2.207,2.414,2.606,2.785,2.954,3.114
CRAI_P,0.167,0.175,0.173,0.183,0.194,0.204,0.215,0.227,0.233,0.242,0.252,0.261,0.294,0.370,0.435,0.509,0.589,0.654,0.714,0.773,0.826,1.042,1.245,1.437,1.617,1.787,1.943,2.125,2.295,2.452,2.601,2.742
CREB_1,2.765,2.900,2.863,3.043,3.215,3.376,3.564,3.758,3.873,4.014,4.179,4.328,4.871,6.144,7.221,8.450,9.771,10.856,11.851,12.818,13.710,17.282,20.656,23.837,26.823,29.637,32.241,35.256,38.068,40.679,43.145,45.479
CROO,0.472,0.494,0.488,0.519,0.548,0.575,0.608,0.640,0.661,0.685,0.712,0.738,0.831,1.047,1.231,1.441,1.666,1.852,2.020,2.185,2.338,2.947,3.522,4.064,4.574,5.053,5.498,6.011,6.491,6.936,7.357,7.755
CUMB,0.185,0.194,0.192,0.204,0.215,0.226,0.239,0.252,0.260,0.269,0.280,0.290,0.326,0.412,0.484,0.566,0.655,0.727,0.794,0.859,0.919,1.158,1.384,1.597,1.797,1.986,2.160,2.362,2.551,2.726,2.891,3.047
CUPA,0.228,0.239,0.236,0.251,0.265,0.279,0.294,0.310,0.320,0.331,0.345,0.357,0.402,0.507,0.596,0.697,0.806,0.896,0.978,1.058,1.131,1.426,1.705,1.967,2.214,2.446,2.661,2.909,3.142,3.357,3.560,3.753
CURR,0.078,0.082,0.081,0.086,0.091,0.095,0.101,0.106,0.109,0.113,0.118,0.122,0.137,0.173,0.204,0.238,0.276,0.306,0.334,0.362,0.387,0.488,0.583,0.673,0.757,0.836,0.910,0.995,1.074,1.148,1.217,1.283
DALM3,0.146,0.153,0.152,0.161,0.170,0.179,0.189,0.199,0.205,0.212,0.221,0.229,0.258,0.325,0.382,0.447,0.517,0.575,0.627,0.678,0.726,0.915,1.093,1.262,1.420,1.569,1.706,1.866,2.015,2.153,2.284,2.407
DEVM,0.091,0.095,0.094,0.100,0.106,0.111,0.117,0.124,0.127,0.132,0.138,0.142,0.160,0.202,0.238,0.278,0.322,0.357,0.390,0.422,0.451,0.569,0.680,0.785,0.883,0.976,1.061,1.161,1.253,1.339,1.420,1.497
DEVO,0.324,0.340,0.336,0.357,0.377,0.396,0.418,0.440,0.454,0.470,0.490,0.507,0.571,0.720,0.846,0.990,1.145,1.272,1.389,1.502,1.607,2.025,2.421,2.793,3.143,3.473,3.778,4.132,4.461,4.767,5.056,5.330
DEWP,0.177,0.185,0.183,0.195,0.206,0.216,0.228,0.240,0.248,0.257,0.267,0.277,0.312,0.393,0.462,0.541,0.625,0.694,0.758,0.820,0.877,1.105,1.321,1.525,1.716,1.896,2.062,2.255,2.435,2.602,2.760,2.909
DOUN_P,0.037,0.039,0.038,0.041,0.043,0.045,0.048,0.050,0.052,0.054,0.056,0.058,0.065,0.082,0.097,0.113,0.131,0.145,0.159,0.171,0.183,0.231,0.276,0.319,0.359,0.396,0.431,0.472,0.509,0.544,0.577,0.608
DRAK_1,1.171,1.228,1.213,1.289,1.362,1.430,1.510,1.592,1.641,1.700,1.770,1.834,2.063,2.603,3.059,3.580,4.139,4.599,5.020,5.430,5.808,7.321,8.750,10.098,11.363,12.555,13.658,14.935,16.126,17.232,18.277,19.266
DRAX_1,0.717,0.752,0.743,0.789,0.834,0.876,0.925,0.975,1.005,1.041,1.084,1.123,1.264,1.594,1.873,2.192,2.535,2.817,3.075,3.326,3.557,4.484,5.359,6.185,6.959,7.690,8.365,9.147,9.877,10.555,11.194,11.800
DRCR,0.100,0.105,0.104,0.110,0.117,0.122,0.129,0.136,0.140,0.145,0.151,0.157,0.177,0.223,0.262,0.306,0.354,0.393,0.429,0.464,0.497,0.626,0.748,0.864,0.972,1.074,1.168,1.277,1.379,1.474,1.563,1.648
DRUM,0.506,0.531,0.525,0.557,0.589,0.618,0.653,0.688,0.709,0.735,0.766,0.793,0.892,1.125,1.323,1.548,1.790,1.989,2.171,2.348,2.511,3.166,3.784,4.366,4.913,5.429,5.906,6.458,6.973,7.452,7.903,8.331
DUBE_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DUDH_P,0.151,0.159,0.157,0.167,0.176,0.185,0.195,0.206,0.212,0.220,0.229,0.237,0.267,0.336,0.395,0.463,0.535,0.595,0.649,0.702,0.751,0.946,1.131,1.306,1.469,1.623,1.766,1.931,2.085,2.228,2.363,2.491
DUGR_P,0.029,0.030,0.030,0.032,0.034,0.035,0.037,0.039,0.041,0.042,0.044,0.045,0.051,0.065,0.076,0.089,0.103,0.114,0.125,0.135,0.144,0.182,0.217,0.251,0.282,0.311,0.339,0.371,0.400,0.428,0.453,0.478
DUMF,0.347,0.364,0.359,0.382,0.404,0.424,0.448,0.472,0.487,0.504,0.525,0.544,0.612,0.772,0.906,1.061,1.227,1.364,1.489,1.610,1.722,2.171,2.594,2.994,3.369,3.723,4.049,4.428,4.781,5.110,5.419,5.712
DUNB,0.107,0.112,0.111,0.117,0.124,0.130,0.138,0.145,0.149,0.155,0.161,0.167,0.188,0.237,0.279,0.326,0.377,0.419,0.457,0.495,0.529,0.667,0.797,0.920,1.035,1.144,1.244,1.361,1.469,1.570,1.665,1.755
DUNF,0.230,0.241,0.238,0.253,0.267,0.280,0.296,0.312,0.322,0.333,0.347,0.359,0.405,0.510,0.600,0.702,0.811,0.902,0.984,1.064,1.139,1.435,1.715,1.980,2.228,2.461,2.677,2.928,3.161,3.378,3.583,3.777
DUNO_P,0.053,0.056,0.055,0.058,0.062,0.065,0.068,0.072,0.074,0.077,0.080,0.083,0.094,0.118,0.139,0.162,0.188,0.208,0.228,0.246,0.263,0.332,0.397,0.458,0.515,0.569,0.619,0.677,0.731,0.781,0.828,0.873
DYCE_P,0.156,0.164,0.162,0.172,0.182,0.191,0.202,0.213,0.219,0.227,0.237,0.245,0.276,0.348,0.409,0.478,0.553,0.614,0.671,0.725,0.776,0.978,1.169,1.349,1.518,1.677,1.825,1.995,2.155,2.302,2.442,2.574
EALI_6,1.059,1.111,1.097,1.166,1.232,1.294,1.365,1.440,1.484,1.538,1.601,1.658,1.866,2.354,2.767,3.238,3.744,4.160,4.541,4.911,5.253,6.622,7.914,9.133,10.278,11.356,12.353,13.509,14.586,15.587,16.531,17.426
EASO_1,1.712,1.796,1.773,1.884,1.991,2.091,2.207,2.327,2.399,2.486,2.588,2.681,3.017,3.805,4.472,5.233,6.051,6.723,7.339,7.938,8.491,10.703,12.792,14.762,16.612,18.355,19.967,21.834,23.576,25.193,26.720,28.166
ECCL,0.133,0.140,0.138,0.147,0.155,0.163,0.172,0.181,0.187,0.194,0.201,0.209,0.235,0.296,0.348,0.407,0.471,0.523,0.571,0.618,0.661,0.833,0.996,1.149,1.293,1.429,1.554,1.700,1.835,1.961,2.080,2.193
ECLA_1,2.375,2.491,2.459,2.613,2.762,2.900,3.061,3.227,3.327,3.447,3.590,3.718,4.184,5.277,6.202,7.258,8.393,9.325,10.179,11.010,11.776,14.844,17.742,20.474,23.039,25.456,27.692,30.282,32.698,34.940,37.058,39.063
EERH,0.412,0.432,0.426,0.453,0.479,0.503,0.531,0.559,0.577,0.598,0.622,0.645,0.725,0.915,1.075,1.258,1.455,1.617,1.765,1.909,2.041,2.573,3.076,3.549,3.994,4.413,4.801,5.250,5.668,6.057,6.424,6.772
EKIL,0.263,0.276,0.272,0.289,0.306,0.321,0.339,0.357,0.368,0.382,0.397,0.411,0.463,0.584,0.686,0.803,0.929,1.032,1.127,1.219,1.303,1.643,1.964,2.266,2.550,2.817,3.065,3.351,3.619,3.867,4.101,4.323
EKIS,0.254,0.267,0.263,0.280,0.296,0.310,0.328,0.345,0.356,0.369,0.384,0.398,0.448,0.565,0.664,0.777,0.898,0.998,1.089,1.178,1.260,1.588,1.898,2.191,2.465,2.724,2.963,3.240,3.499,3.739,3.965,4.180
