Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
CITR_1,662.271,653.519,644.546,638.261,638.591,623.654,621.152,621.582,625.628,636.971,648.167,657.645,676.403,696.432,716.460,732.622,744.549,765.984,788.684,812.536,830.146,845.996,874.291,897.648,921.378,935.407,937.093,949.657,962.545,976.136,983.992
CLAY_P,28.107,27.901,28.052,28.171,28.389,28.673,29.048,29.488,30.179,30.988,31.807,32.870,33.931,34.948,35.860,36.601,37.727,38.671,39.697,40.872,41.791,42.946,44.268,45.364,46.463,47.185,47.831,48.454,49.070,49.693,50.053
CLYM,69.652,68.766,68.729,69.131,70.099,71.261,72.958,74.919,77.841,81.396,85.011,89.221,93.835,98.378,102.734,106.032,110.703,115.269,120.045,125.175,128.450,131.834,136.918,141.216,145.189,146.548,147.537,149.282,151.000,152.740,153.981
COAT,58.120,57.323,57.224,57.525,58.305,59.247,60.623,62.204,64.571,67.467,70.413,73.862,77.670,81.443,85.088,87.849,91.776,95.625,99.640,103.924,106.644,109.458,113.710,117.305,120.624,121.735,122.546,123.998,125.428,126.879,127.915
COCK,50.925,50.204,50.066,50.327,51.051,51.943,53.233,54.737,56.925,59.563,62.240,65.319,68.634,71.855,74.896,77.180,80.396,83.534,86.832,90.421,92.705,95.055,98.587,101.573,104.338,105.282,105.974,107.198,108.401,109.614,110.480
CONQA1;SASA,266.930,260.767,254.364,251.673,253.080,250.826,253.239,256.516,261.023,267.892,274.672,282.135,290.103,297.443,303.723,308.451,311.845,317.599,323.991,331.656,337.155,344.319,352.972,360.143,367.482,371.749,372.248,376.424,380.572,384.842,387.343
COUA_P,21.976,21.693,21.677,21.824,22.167,22.593,23.249,23.894,24.813,25.915,27.040,28.554,29.937,31.285,32.558,33.567,35.413,36.787,38.228,39.794,40.875,42.320,43.892,45.216,46.440,46.989,47.990,48.599,49.180,49.748,50.144
COVE_1,472.481,463.301,454.550,451.843,456.333,454.372,460.724,470.867,485.250,505.115,524.823,545.063,568.544,590.541,610.282,624.435,639.895,658.894,679.340,702.659,717.180,734.586,758.287,778.295,797.430,804.096,801.779,810.384,819.012,827.968,833.969
COWL_1;ECLA_H,540.380,530.898,522.663,521.379,528.566,528.100,535.834,548.680,566.229,590.483,614.700,637.856,666.346,693.218,717.529,735.457,752.192,775.506,800.538,828.978,847.234,868.259,897.136,921.482,944.719,953.527,951.202,961.829,972.408,983.310,990.566
COYL,38.233,37.766,37.775,38.056,38.683,39.439,40.518,41.762,43.549,45.702,47.886,50.390,53.081,55.690,58.149,60.001,62.596,65.127,67.788,70.688,72.536,74.425,77.260,79.661,81.875,82.620,83.173,84.142,85.092,86.050,86.736
CRAI_P,22.378,22.050,22.040,22.378,23.052,23.867,25.017,26.207,27.780,29.661,31.578,33.852,36.075,38.206,40.206,41.726,44.220,46.295,48.464,50.828,52.329,54.067,56.279,58.161,59.838,60.331,61.320,62.044,62.728,63.390,63.911
CREB_1,486.709,477.083,467.614,464.162,467.901,464.539,470.307,478.628,490.650,508.037,525.316,544.175,565.526,585.840,604.321,617.925,630.826,648.782,668.069,689.835,703.889,718.921,741.569,760.594,779.028,786.521,784.176,792.916,801.678,810.767,816.654
CROO,53.273,51.717,50.331,49.721,49.695,49.718,50.014,50.539,51.669,53.173,54.708,56.730,59.042,61.492,64.039,65.915,68.859,71.745,74.678,77.606,79.256,81.112,84.073,86.582,88.872,89.335,89.654,90.596,91.544,92.526,93.288
CUMB,39.888,39.490,39.598,39.850,40.367,41.000,41.928,42.967,44.504,46.352,48.227,50.500,52.867,55.172,57.336,59.000,61.470,63.724,66.105,68.713,70.468,72.416,75.064,77.290,79.385,80.274,81.061,82.052,83.025,84.003,84.664
CUPA,51.191,50.528,50.434,50.603,51.139,51.812,52.845,54.031,55.835,58.016,60.232,62.928,65.746,68.503,71.105,73.097,76.089,78.819,81.697,84.828,86.911,89.234,92.422,95.103,97.628,98.670,99.604,100.800,101.974,103.159,103.963
CURR,10.806,10.690,10.765,11.030,11.495,12.063,12.812,13.628,14.647,15.833,17.031,18.313,19.601,20.773,21.804,22.552,23.552,24.522,25.561,26.767,27.512,28.217,29.296,30.218,31.045,31.258,31.441,31.778,32.096,32.409,32.649
DALM3,32.936,32.461,32.382,32.561,33.040,33.635,34.475,35.434,36.808,38.463,40.142,42.079,44.164,46.191,48.097,49.536,51.553,53.523,55.594,57.852,59.302,60.805,63.042,64.934,66.690,67.317,67.769,68.557,69.333,70.116,70.665
DEVM,26.463,26.185,26.249,26.396,26.708,27.095,27.628,28.244,29.156,30.248,31.356,32.667,34.076,35.445,36.721,37.701,39.062,40.377,41.775,43.316,44.371,45.506,47.102,48.438,49.716,50.300,50.690,51.309,51.919,52.541,52.943
DEVO,45.945,45.277,45.206,45.582,46.438,47.463,49.010,50.656,53.006,55.870,58.784,62.261,65.924,69.531,73.011,75.640,79.640,83.320,87.145,91.225,93.776,96.497,100.442,103.787,106.819,107.710,108.710,109.992,111.239,112.487,113.428
DEWP,58.308,57.648,57.613,57.549,57.637,57.752,58.009,58.412,59.386,60.653,61.951,63.725,65.850,68.103,70.379,72.193,74.832,77.399,80.076,82.843,84.785,87.009,90.104,92.680,95.188,96.449,97.245,98.500,99.768,101.077,101.901
DOUN_P,0.049,0.076,0.123,0.174,0.231,0.288,0.332,0.388,0.468,0.570,0.680,0.821,0.958,1.103,1.262,1.398,1.652,1.837,2.024,2.207,2.333,2.538,2.710,2.857,2.980,3.022,3.245,3.300,3.350,3.394,3.433
DRAK_1,185.026,182.392,179.996,179.760,182.296,182.118,184.822,188.948,194.799,202.944,211.195,219.244,228.827,237.979,246.381,252.939,258.283,266.435,275.136,284.936,291.589,299.410,309.433,317.855,325.881,329.431,328.869,332.749,336.550,340.394,342.931
