Primary,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Licence area,Voltage level,Scenario name,Output parameter
GOVA,32.77,32.417,31.673,31.218,31.471,31.857,32.252,32.653,33.353,33.938,34.469,34.988,35.722,36.413,37.511,38.309,38.989,39.574,40.094,40.561,41.241,41.771,42.333,42.904,43.46,43.982,45.064,45.837,46.449,46.964,47.934,48.443,,,,
GREE_H,33.663,33.234,32.282,31.647,31.833,32.133,32.387,32.621,33.222,33.674,34.047,34.39,34.956,35.505,36.615,37.413,38.107,38.717,39.257,39.721,40.442,40.953,41.476,42.015,42.54,43.027,44.21,45.022,45.638,46.126,47.17,47.672,,,,
GREN_1,785.746,777.027,757.021,745.897,755.27,768.789,782.373,796.705,820.749,841.857,861.526,880.215,903.856,925.816,959.61,983.949,1004.421,1021.786,1036.946,1050.378,1070.075,1084.791,1099.841,1114.825,1129.272,1142.547,1172.479,1193.198,1208.935,1221.391,1247.061,1259.436,,,,
GRIW_1,248.224,245.215,238.18,234.057,236.765,240.711,244.475,248.369,255.542,261.668,267.245,272.431,279.199,285.539,296.17,303.792,310.253,315.786,320.605,324.799,331.117,335.655,340.2,344.762,349.148,353.153,362.896,369.527,374.446,378.222,386.517,390.337,,,,
GRUB_P,2.428,2.404,2.354,2.328,2.354,2.391,2.432,2.474,2.538,2.595,2.649,2.701,2.77,2.831,2.92,2.985,3.038,3.084,3.124,3.163,3.215,3.257,3.303,3.347,3.394,3.434,3.515,3.574,3.62,3.66,3.732,3.771,,,,
HACK_1,153.972,152.611,149.229,147.172,148.401,150.226,152.042,153.953,157.482,160.591,163.456,166.253,170.039,173.581,179.047,183.017,186.379,189.258,191.801,194.088,197.407,199.979,202.71,205.462,208.134,210.639,215.843,219.539,222.463,224.907,229.53,231.946,,,,
HACK_6,160.204,158.555,154.207,151.243,151.971,153.14,154.005,154.804,157.5,159.646,161.418,163.046,165.728,168.331,173.59,177.376,180.662,183.558,186.112,188.315,191.735,194.158,196.633,199.197,201.675,203.986,209.598,213.452,216.369,218.688,223.63,226.015,,,,
HAGR,32.6,32.146,31.208,30.705,31.163,31.83,32.501,33.202,34.319,35.273,36.159,36.989,38.023,38.985,40.503,41.591,42.507,43.283,43.957,44.548,45.425,46.062,46.701,47.334,47.941,48.495,49.818,50.72,51.387,51.897,53.013,53.522,,,,
HAMHC1,408.139,402.524,391.029,384.588,389.69,397.165,404.65,412.413,425.165,435.959,445.914,455.255,467.185,478.308,496.164,508.989,519.812,529.03,537.059,544.101,554.58,562.227,569.94,577.644,585.054,591.83,607.835,618.794,626.987,633.336,646.971,653.344,,,,
HARK_1,403.705,399.595,390.472,384.862,388.006,392.764,397.539,402.478,411.359,418.928,425.844,432.607,441.981,450.784,464.669,474.764,483.339,490.713,497.241,503.1,511.646,518.251,525.273,532.386,539.291,545.78,559.29,568.891,576.499,582.872,594.918,601.229,,,,
HARM_6,88.783,87.569,84.878,83.447,84.809,86.751,88.674,90.697,94.028,96.927,99.625,102.124,105.175,108.003,112.492,115.696,118.389,120.665,122.631,124.343,126.899,128.725,130.518,132.287,133.98,135.504,139.32,141.886,143.748,145.127,148.297,149.686,,,,
HAWI,21.619,21.355,20.818,20.53,20.806,21.204,21.618,22.052,22.726,23.305,23.848,24.368,25.027,25.636,26.553,27.214,27.77,28.241,28.652,29.02,29.553,29.959,30.376,30.792,31.194,31.564,32.372,32.937,33.37,33.718,34.415,34.756,,,,
HAWP_6,106.05,104.532,101.071,99.385,101.479,104.407,107.333,110.445,115.391,119.777,123.909,127.718,132.165,136.261,142.56,147.04,150.779,153.908,156.593,158.922,162.39,164.836,167.184,169.47,171.646,173.57,178.606,181.944,184.301,185.968,190.046,191.724,,,,
HELE,19.475,19.192,18.607,18.297,18.595,19.021,19.45,19.895,20.607,21.214,21.78,22.305,22.95,23.552,24.508,25.193,25.767,26.255,26.677,27.045,27.595,27.989,28.377,28.763,29.131,29.465,30.287,30.843,31.248,31.551,32.237,32.54,,,,
HEYS_1,95.66,94.839,92.801,91.947,93.607,95.907,98.367,101.056,105.015,108.716,112.302,115.762,119.798,123.482,128.353,131.871,134.77,137.167,139.247,141.138,143.783,145.861,148.013,150.101,152.11,153.951,157.74,160.406,162.461,164.114,167.318,168.905,,,,
HEYS1,3.028,2.989,2.903,2.847,2.864,2.891,2.913,2.936,2.99,3.031,3.064,3.096,3.147,3.196,3.297,3.368,3.431,3.486,3.534,3.577,3.643,3.688,3.736,3.785,3.832,3.875,3.981,4.054,4.11,4.155,4.248,4.294,,,,
HUER,3.888,3.831,3.753,3.75,3.89,4.079,4.296,4.534,4.823,5.093,5.365,5.625,5.908,6.16,6.456,6.666,6.836,6.973,7.089,7.197,7.343,7.459,7.579,7.691,7.799,7.895,8.082,8.213,8.314,8.391,8.543,8.614,,,,
HURS_1,304.974,301.976,293.429,288.166,290.901,294.849,298.323,301.92,309.875,316.805,323.027,328.763,336.445,343.683,356.343,365.413,373.134,379.779,385.57,390.579,398.207,403.613,409.001,414.442,419.67,424.446,436.328,444.383,450.331,454.869,465.003,469.635,,,,
HUTT_1,212.195,209.911,205.173,202.167,203.579,205.792,208.024,210.29,214.403,217.786,220.833,223.851,228.254,232.417,239.133,244.035,248.219,251.842,255.07,257.971,262.214,265.518,269.076,272.705,276.237,279.579,286.401,291.284,295.201,298.538,304.699,308.005,,,,
IMPK_1,10.019,9.959,9.689,9.503,9.542,9.601,9.627,9.653,9.83,9.989,10.121,10.241,10.426,10.603,10.963,11.223,11.446,11.641,11.812,11.958,12.188,12.346,12.505,12.668,12.825,12.968,13.339,13.59,13.775,13.916,14.237,14.385,,,,
INDQ1,421.53,415.945,404.295,398.156,404.278,413.081,422.056,431.504,446.402,459.354,471.484,482.914,496.972,509.989,529.882,544.164,556.137,566.247,575.026,582.764,594.141,602.524,610.961,619.304,627.324,634.62,651.654,663.318,672.019,678.724,693.105,699.781,,,,
INKE,44.594,43.923,42.642,42.1,43.078,44.45,45.902,47.452,49.646,51.593,53.459,55.216,57.241,59.096,61.71,63.585,65.134,66.421,67.527,68.508,69.923,70.974,72.014,73.017,73.98,74.841,76.858,78.231,79.231,79.979,81.631,82.36,,,,
INNE_P,62.769,62.038,60.245,59.325,60.335,61.737,63.133,64.614,67.059,69.233,71.269,73.166,75.454,77.566,80.827,83.157,85.109,86.753,88.172,89.415,91.251,92.579,93.888,95.173,96.403,97.507,100.223,102.054,103.387,104.375,106.622,107.605,,,,
IROA1,643.268,637.422,622.426,614.863,623.868,636.528,649.578,663.689,686.279,706.988,726.701,745.584,768.424,789.443,819.405,841.008,858.996,874.066,887.188,898.949,915.815,928.718,941.978,955.016,967.582,979.1,1004.041,1021.426,1034.717,1045.301,1066.546,1076.91,,,,
IRONB1,210.682,208.074,202.375,199.275,202.066,206.085,210.135,214.394,221.359,227.422,233.074,238.405,245.058,251.231,260.792,267.66,273.431,278.319,282.572,286.322,291.844,295.917,300.032,304.116,308.047,311.635,319.971,325.694,329.98,333.308,340.385,343.703,,,,
ISLI_1,0,0,0,309.62345,311.7146,314.89155,317.7448,320.64275,327.23935,332.84775,337.81955,342.56135,349.4175,355.92155,367.18015,375.3239,382.29395,388.33925,393.6747,398.37235,405.41835,410.6426,416.0787,421.6249,426.99695,432.0151,443.2874,451.15105,457.2317,462.17865,472.131,477.1154,,,,
IVER_1,456.15,450.3,438.791,432.711,438.816,447.697,456.971,466.738,481.615,494.515,506.65,518.265,532.749,546.153,566.027,580.368,592.385,602.529,611.391,619.299,630.761,639.467,648.438,657.336,665.92,673.825,691.098,703.141,712.372,719.761,734.608,741.892,,,,
IVER_6,117.274,115.64,112.229,110.529,112.529,115.375,118.287,121.373,126.123,130.295,134.228,137.914,142.319,146.379,152.488,156.861,160.509,163.573,166.22,168.548,171.965,174.46,176.933,179.361,181.685,183.779,188.809,192.222,194.723,196.603,200.782,202.653,,,,
JOHN,39.545,39.008,37.899,37.299,37.85,38.643,39.444,40.281,41.615,42.752,43.81,44.804,46.045,47.199,49.019,50.322,51.419,52.35,53.16,53.871,54.922,55.692,56.467,57.234,57.969,58.642,60.232,61.317,62.124,62.745,64.089,64.708,,,,
JORD_3,45.813,45.464,44.231,43.687,44.586,45.804,47.028,48.378,50.585,52.679,54.686,56.568,58.716,60.679,63.459,65.444,67.086,68.444,69.61,70.639,72.128,73.219,74.293,75.326,76.313,77.19,79.306,80.734,81.765,82.52,84.24,84.985,,,,
KAIM,84.037,82.889,80.564,79.363,80.639,82.465,84.344,86.315,89.352,91.974,94.432,96.748,99.589,102.22,106.228,109.102,111.511,113.545,115.31,116.866,119.153,120.84,122.537,124.215,125.824,127.289,130.704,133.04,134.781,136.122,138.997,140.327,,,,
KEAD_1,290.996,288.257,280.912,276.697,279.866,284.382,288.763,293.412,301.929,309.538,316.591,323.263,331.768,339.687,352.115,361.057,368.593,375.002,380.594,385.529,392.811,398.204,403.696,409.175,414.456,419.302,430.413,438.077,443.867,448.422,457.941,462.483,,,,
KEAR_1,544.702,536.675,520.162,511.047,518.601,529.573,540.455,551.73,570.296,585.995,600.457,613.866,630.708,646.399,672,690.317,705.764,718.903,730.295,740.202,755.074,765.696,776.211,786.676,796.71,805.79,828.332,843.566,854.715,863.09,882.021,890.489,,,,
KEAR_3,103.156,101.84,98.926,96.984,97.559,98.49,99.272,99.998,101.849,103.246,104.401,105.46,107.203,108.893,112.308,114.767,116.901,118.781,120.438,121.867,124.089,125.659,127.263,128.924,130.53,132.025,135.663,138.16,140.048,141.547,144.748,146.288,,,,
KEIT_P,50.505,49.988,41.84934646,41.31128099,41.68168218,42.23685625,42.8228258,43.43189196,44.41563646,45.25310243,46.02897744,46.79971987,47.84762162,48.83222155,50.299284,51.37113779,52.27789359,53.05291317,53.74238975,54.36856451,55.26419972,55.97762834,56.74409362,57.51996863,58.27360246,58.98360936,60.39250257,61.40618712,62.22312277,62.91858736,64.18376833,64.86554604,,,,
KEMS_1,288.561,285.075,276.885,272.103,275.31,279.971,284.421,289.032,297.499,304.746,311.358,317.505,325.486,332.959,345.438,354.384,361.965,368.448,374.094,379.006,386.406,391.715,397.028,402.357,407.478,412.149,423.533,431.275,437.012,441.404,451.082,455.528,,,,
KEOO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
KIBY_1,246.158,242.912,236.137,232.121,234.637,238.391,242.069,245.83,252.425,257.901,262.865,267.533,273.782,279.652,289.473,296.539,302.542,307.696,312.207,316.158,322.08,326.402,330.803,335.24,339.518,343.461,352.688,359.039,363.833,367.606,375.573,379.376,,,,
KIBY_G,100.209,99.188,96.673,95.5,97.21,99.596,102.065,104.739,108.865,112.65,116.268,119.704,123.747,127.454,132.692,136.454,139.576,142.176,144.425,146.43,149.314,151.485,153.679,155.816,157.868,159.726,163.906,166.784,168.936,170.598,174.088,175.715,,,,
KIER,57.171,56.269,54.262,53.041,53.674,54.605,55.429,56.239,57.901,59.219,60.367,61.374,62.752,64.065,66.65,68.486,70.059,71.424,72.603,73.598,75.165,76.209,77.202,78.207,79.167,80.027,82.479,84.093,85.228,86.031,88.073,88.916,,,,
KIIN_P,3.456,3.426,3.361,3.317,3.334,3.362,3.39,3.42,3.473,3.515,3.556,3.597,3.66,3.721,3.815,3.884,3.942,3.994,4.041,4.083,4.143,4.192,4.249,4.308,4.363,4.417,4.518,4.593,4.654,4.709,4.803,4.855,,,,
KILS,39.624,39.142,38.078,37.403,37.702,38.157,38.58,38.996,39.843,40.517,41.105,41.659,42.471,43.247,44.65,45.661,46.531,47.288,47.951,48.534,49.415,50.057,50.715,51.386,52.037,52.641,54.053,55.031,55.774,56.367,57.604,58.204,,,,
KILT,62.871,62.595,61.449,60.77,61.284,61.991,62.694,63.462,64.958,66.372,67.705,69.017,70.73,72.322,74.622,76.299,77.705,78.903,79.96,80.921,82.29,83.381,84.547,85.713,86.845,87.906,90.013,91.522,92.729,93.752,95.62,96.609,,,,
KILW,51.015,50.321,48.926,48.22,49.027,50.178,51.372,52.628,54.53,56.182,57.737,59.205,60.991,62.642,65.118,66.895,68.379,69.63,70.715,71.676,73.078,74.119,75.168,76.2,77.191,78.092,80.177,81.603,82.67,83.49,85.243,86.052,,,,
KINL_P,2.9,2.873,2.816,2.778,2.791,2.813,2.834,2.855,2.896,2.93,2.959,2.99,3.039,3.088,3.164,3.22,3.27,3.311,3.35,3.386,3.436,3.478,3.524,3.573,3.619,3.663,3.747,3.809,3.86,3.907,3.984,4.029,,,,
KINO_1,269.749,266.699,259.649,256.225,260.66,266.896,273.32,280.215,290.919,300.576,309.756,318.446,328.785,338.287,352.049,361.931,370.151,377.028,382.982,388.266,395.92,401.639,407.398,413.031,418.439,423.342,434.544,442.232,447.969,452.381,461.755,466.097,,,,
KINT_P,65.547,64.91,56.113018,55.4609212,56.1686848,57.1804068,58.2504464,59.3894068,61.1468872,62.7152772,64.2059104,65.655898,67.4690452,69.1443508,71.5247692,73.2522072,74.6942424,75.910076,76.9765812,77.9432396,79.3190048,80.4005312,81.5377244,82.6669652,83.7599784,84.7743512,86.844626,88.31582,89.4715688,90.4267404,92.2328188,93.1605988,,,,
KIRKB1,223.47,221.889,216.998,214.222,216.483,219.683,222.848,226.282,232.532,238.311,243.739,248.974,255.61,261.76,270.866,277.453,282.982,287.661,291.763,295.442,300.752,304.834,309.09,313.326,317.423,321.218,329.297,334.976,339.386,342.98,350,353.538,,,,
KITW_1,356.828,350.905,338.543,331.771,337.358,345.43,353.245,361.309,374.887,386.284,396.721,406.186,417.881,428.789,447.348,460.545,471.684,481.162,489.323,496.306,506.988,514.32,521.337,528.299,534.936,540.841,556.925,567.555,575.052,580.369,593.592,599.072,,,,
KNAR,156.721,155.078,151.36,149.415,151.479,154.428,157.484,160.749,165.9,170.51,174.873,179.062,184.227,188.996,195.918,200.912,205.088,208.602,211.67,214.419,218.376,221.407,224.537,227.632,230.619,233.368,239.293,243.433,246.617,249.178,254.264,256.776,,,,
LACK_6,261.078,257.289,249.048,244.392,247.877,252.933,257.804,262.83,271.587,278.974,285.723,291.91,299.744,307.067,319.454,328.295,335.775,342.156,347.681,352.443,359.679,364.752,369.71,374.657,379.394,383.661,394.678,402.06,407.391,411.321,420.528,424.541,,,,
LAIR_P,1.385,1.371,1.344,1.325,1.332,1.343,1.354,1.365,1.387,1.402,1.419,1.434,1.459,1.482,1.521,1.549,1.573,1.593,1.613,1.63,1.655,1.674,1.699,1.721,1.743,1.765,1.805,1.835,1.859,1.882,1.918,1.942,,,,
LALE1SG003,259.63,256.601,249.421,245.158,247.828,251.733,255.442,259.278,266.468,272.614,278.201,283.414,290.285,296.731,307.537,315.295,321.878,327.519,332.442,336.738,343.196,347.862,352.562,357.288,361.839,366.006,376.006,382.842,387.946,391.897,400.458,404.455,,,,
LAND1,254.542,251.075,243.308,239.063,242.728,247.973,253.103,258.47,267.562,275.414,282.673,289.378,297.674,305.387,317.9,326.841,334.366,340.751,346.273,351.064,358.262,363.37,368.387,373.36,378.121,382.406,393.234,400.512,405.79,409.696,418.718,422.673,,,,
LEGA_1,335.881,332.009,323.659,318.888,322.516,327.841,333.231,338.866,348.267,356.376,363.889,371.08,380.41,389.103,402.593,412.336,420.555,427.555,433.692,439.146,447.139,453.167,459.407,465.651,471.685,477.269,489.564,498.142,504.74,510.06,520.73,526.009,,,,
LEVE,36.256,35.769,34.763,34.207,34.684,35.374,36.066,36.786,37.955,38.946,39.864,40.725,41.817,42.835,44.451,45.613,46.591,47.424,48.149,48.785,49.73,50.42,51.116,51.81,52.476,53.083,54.519,55.501,56.233,56.798,58.016,58.581,,,,
LING,52.175,51.63,50.532,49.914,50.433,51.201,52.021,52.882,54.206,55.349,56.425,57.486,58.88,60.179,62.062,63.434,64.59,65.573,66.44,67.232,68.356,69.254,70.217,71.181,72.118,72.998,74.74,75.991,76.995,77.847,79.399,80.23,,,,
LINM,52.851,52.168,50.804,50.111,50.895,52.021,46.27965,47.35845,48.98187,50.39214,51.72585,52.99518,54.55074,55.98798,58.10904,59.63676,60.91392,61.98837,62.92362,63.75795,64.96551,65.8764,66.80904,67.72689,68.61168,69.42252,71.22429,72.47274,73.41843,74.16489,75.6987,76.43124,,,,
LISD_1,354.05,350.181,341.235,336.513,341.282,348.094,355.044,362.447,374.401,385.063,395.105,404.655,416.407,427.27,443.42,455.046,464.775,472.974,480.112,486.457,495.683,502.616,509.686,516.675,523.409,529.573,543.383,552.94,560.181,565.882,577.642,583.28,,,,
LITT_C,145.654,144.469,141.215,139.014,139.69,140.752,141.674,142.6,145.026,147.09,148.897,150.668,153.389,155.987,160.482,163.756,166.571,169.026,171.211,173.155,176.048,178.25,180.596,183.006,185.348,187.564,192.276,195.615,198.264,200.49,204.735,206.962,,,,
LITT_J,9.699,10.005,10.423,11.199,12.362,13.863,15.645,17.705,20.099,22.622,25.235,27.805,30.381,32.648,34.653,36.106,37.216,38.033,38.725,39.419,40.201,40.967,41.78,42.481,43.153,43.746,44.487,45.064,45.543,45.948,46.476,46.778,,,,
LODR_6,364.061,361.899,354.245,261.618,262.428,263.72925,264.65475,265.578,269.40675,272.79675,275.712,278.59875,283.275,287.763,295.68225,301.46325,306.4515,310.8255,314.7345,318.2205,323.40825,327.38325,331.659,336.072,340.37025,344.45325,353.00625,359.10525,363.98625,368.13375,375.91425,380.0715,,,,
LOUD_H,51.226,50.453,48.893,48.076,48.892,50.064,51.249,52.488,54.437,56.108,57.668,59.116,60.884,62.521,65.096,66.937,68.48,69.785,70.913,71.898,73.363,74.415,75.454,76.479,77.461,78.346,80.531,82.006,83.081,83.884,85.704,86.509,,,,
LOVE_1,608.172,600.222,584.542,576.387,584.97,597.395,610.354,624.016,644.751,662.771,679.747,695.938,715.937,734.424,761.82,781.556,798.077,812.004,824.145,834.959,850.652,862.501,874.641,886.651,898.227,908.847,932.372,948.7,961.13,970.986,991.083,1000.806,,,,
LUNA_P,28.763,28.443,27.798,27.45,27.781,28.265,28.776,29.317,30.138,30.849,31.518,32.17,33.006,33.781,34.91,35.727,36.414,36.996,37.509,37.971,38.633,39.153,39.7,40.245,40.773,41.267,42.279,42.996,43.56,44.03,44.917,45.375,,,,
LYND_P,24.298,23.951,23.173,22.68,22.885,23.195,23.46,23.717,24.291,24.736,25.115,25.451,25.946,26.423,27.385,28.071,28.663,29.181,29.632,30.015,30.616,31.027,31.426,31.835,32.227,32.584,33.546,34.187,34.652,34.996,35.814,36.172,,,,
M_ACTLLU_C,7.893,8.05,8.211,8.376,8.543,8.714,8.888,9.066,9.247,9.432,9.621,9.813,10.01,10.21,10.414,10.622,10.835,11.052,11.273,11.498,11.728,11.963,12.202,12.446,12.695,12.949,13.208,13.472,13.741,14.016,14.296,14.582,,,,
M_GRTO,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,7.485,,,,
M_TEMP,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,18.833,,,,
MACC_3,121.372,119.983,117.166,115.496,116.597,118.258,119.967,121.735,124.662,127.138,129.416,131.638,134.644,137.455,141.808,144.97,147.646,149.94,151.963,153.782,156.426,158.469,160.632,162.816,164.933,166.916,171.057,173.992,176.311,178.241,181.913,183.821,,,,
MACD_P,20.247,20.035,19.64,19.454,19.731,20.132,20.573,21.045,21.704,22.29,22.856,23.418,24.103,24.733,25.566,26.172,26.675,27.096,27.465,27.805,28.276,28.662,29.076,29.482,29.879,30.248,30.948,31.455,31.864,32.21,32.828,33.16,,,,
MAGA_6,42.449,41.805,40.508,39.831,40.516,41.501,42.493,43.534,45.166,46.568,47.874,49.09,50.569,51.938,54.087,55.622,56.911,57.998,58.94,59.759,60.981,61.857,62.721,63.574,64.39,65.125,66.943,68.169,69.064,69.729,71.241,71.91,,,,
MANN_1,639.622,631.505,615.773,607.737,616.779,629.872,643.699,658.334,680.078,699.088,717.094,734.389,755.683,775.333,803.747,824.258,841.393,855.806,868.391,879.676,895.897,908.337,921.197,933.905,946.171,957.46,981.716,998.686,1011.745,1022.246,1043.076,1053.373,,,,
MAYB,18.05,17.894,17.58,17.388,17.516,17.707,17.92,18.144,18.493,18.792,19.073,19.364,19.773,20.155,20.688,21.082,21.414,21.699,21.955,22.195,22.525,22.806,23.12,23.439,23.751,24.05,24.578,24.972,25.304,25.603,26.093,26.381,,,,
MELK_1,427.364,421.785,410.974,405.573,412.035,421.343,431.16,441.567,456.941,470.413,483.195,495.42,510.301,524.015,543.817,558.089,569.996,579.99,588.695,596.481,607.69,616.228,624.988,633.619,641.938,649.561,666.208,677.792,686.632,693.658,707.844,714.739,,,,
MILC_P,47.451,46.827,45.583,44.957,45.688,46.733,47.823,48.974,50.701,52.204,53.625,54.973,56.617,58.136,60.378,61.992,63.342,64.476,65.46,66.338,67.609,68.566,69.538,70.496,71.416,72.256,74.149,75.455,76.439,77.21,78.811,79.568,,,,
MILH_1,161.17,160.942,158.269,157.493,160.599,164.713,169.092,174.066,181.706,189.357,196.879,204.163,212.368,219.802,228.999,235.638,241.052,245.464,249.28,252.786,257.569,261.421,265.411,269.223,272.896,276.235,282.838,287.513,291.132,294.043,299.554,302.299,,,,
MITY_1,293.794,289.8,282.49,279.416,285.145,293.267,302.04,311.451,324.469,336.118,347.36,358.129,370.673,382.135,397.657,408.833,418.062,425.704,432.327,438.295,446.729,453.241,459.897,466.353,472.564,478.212,490.314,498.739,505.139,510.18,520.328,525.204,,,,
MYBS_P,10.074,10.026,9.831,9.721,9.817,9.947,10.076,10.217,10.482,10.729,10.964,11.192,11.485,11.755,12.148,12.433,12.672,12.874,13.051,13.214,13.442,13.624,13.816,14.006,14.191,14.363,14.712,14.961,15.159,15.324,15.629,15.788,,,,
NAIR_P,29.565,29.243,28.601,28.248,28.572,29.049,29.556,30.09,30.902,31.607,32.272,32.92,33.76,34.537,35.664,36.482,37.17,37.753,38.267,38.732,39.398,39.921,40.48,41.037,41.577,42.081,43.1,43.827,44.404,44.889,45.787,46.257,,,,
NEAR,73.446,72.758,70.839,69.848,70.94,72.445,73.941,75.542,78.251,80.706,83.015,85.187,87.81,90.236,93.903,96.529,98.727,100.578,102.177,103.591,105.659,107.183,108.703,110.198,111.631,112.926,115.99,118.075,119.616,120.786,123.342,124.497,,,,
NECE_1,297.498,303.334,301.907,302.585,307.686,313.449,319.061,326.416,341.259,358.501,375.688,392.4,410.681,427.125,446.056,459.737,470.759,479.593,487.207,494.306,503.702,511.511,519.641,527.281,534.634,541.292,553.675,562.541,569.469,575.089,585.269,590.431,,,,
NEEP_3,79.176,78.532,76.476,75.2,75.823,76.731,77.523,78.36,80.293,82.025,83.593,85.055,87.024,88.873,92.002,94.253,96.165,97.809,99.245,100.5,102.391,103.758,105.144,106.546,107.897,109.142,112.092,114.119,115.642,116.837,119.386,120.598,,,,
NETS,10.282,10.197,10.036,9.952,10.051,10.197,10.366,10.548,10.798,11.021,11.239,11.46,11.749,12.014,12.35,12.6,12.807,12.98,13.137,13.285,13.485,13.658,13.852,14.046,14.237,14.418,14.722,14.953,15.149,15.326,15.608,15.777,,,,
NEWX_6,416.565,413.084,404.077,397.826,399.316,401.818,403.976,406.072,412.012,416.913,421.103,425.307,432.257,438.933,450.68,459.274,466.699,473.221,479.064,484.291,492.051,498.047,504.543,511.26,517.811,524.054,536.908,546.121,553.55,559.923,571.687,578.059,,,,
NFLE,418.333,415.625,405.527,399.363,402.949,407.962,412.437,417.254,428.024,437.951,447.056,455.651,466.892,477.406,494.427,506.677,517.044,525.907,533.655,540.471,550.603,558.062,565.669,573.3,580.66,587.433,603.074,613.856,622.017,628.452,641.917,648.368,,,,
NHYD_6,148.388,146.612,143.093,141.133,142.786,145.231,147.788,150.468,154.651,158.253,161.618,164.879,169.081,172.987,178.819,183.044,186.598,189.616,192.268,194.649,198.089,200.743,203.528,206.312,209.006,211.512,216.79,220.515,223.431,225.826,230.445,232.805,,,,
NINF_1,401.012,398.265,388.697,383.479,388.343,395.052,401.566,408.667,421.726,433.918,445.391,456.27,469.625,481.97,500.452,513.741,524.865,534.237,542.392,549.622,560.168,568.042,576.034,583.933,591.535,598.474,614.233,625.1,633.285,639.682,653.05,659.381,,,,
NORL_3,55.855,55.589,54.241,53.536,54.266,55.258,56.205,57.258,59.265,61.198,63.03,64.759,66.823,68.722,71.515,73.519,75.188,76.586,77.797,78.867,80.426,81.581,82.737,83.872,84.963,85.95,88.244,89.815,90.981,91.875,93.796,94.684,,,,
NORM_1,566.836,562.141,549.641,543.522,551.587,562.853,574.586,587.346,607.498,626.177,644.054,661.264,681.951,700.948,727.382,746.467,762.321,775.562,787.099,797.503,812.287,823.749,835.605,847.235,858.455,868.756,890.495,905.741,917.493,926.946,945.51,954.704,,,,
NORT_1,482.329,477.074,465.294,458.747,464.326,472.412,480.641,489.33,503.652,516.232,527.986,539.24,553.54,566.818,586.924,601.441,613.643,623.989,633.044,641.116,652.868,661.771,670.969,680.135,688.986,697.157,715.051,727.536,737.132,744.847,760.307,767.936,,,,
NURS_1,304.06,300.492,293.607,290.054,293.996,299.733,305.873,312.387,321.985,330.415,338.423,346.211,355.908,364.859,377.52,386.698,394.364,400.814,406.473,411.595,418.881,424.598,430.611,436.571,442.335,447.69,458.648,466.421,472.529,477.571,487.118,492.03,,,,
OCKH_1,92.623,91.446,88.847,87.443,88.72,90.552,92.385,94.312,97.485,100.248,102.82,105.232,108.221,110.997,115.338,118.45,121.067,123.28,125.202,126.889,129.388,131.208,133.032,134.842,136.577,138.155,141.916,144.479,146.38,147.832,151.003,152.458,,,,
OFFE_3,54.398,53.766,52.173,51.218,51.779,52.593,53.341,54.108,55.644,56.958,58.143,59.23,60.666,62.014,64.363,66.043,67.471,68.697,69.764,70.685,72.087,73.078,74.058,75.043,75.99,76.852,79.025,80.491,81.566,82.379,84.219,85.048,,,,
OLDB_1,107.014,106.028,103.4,102.04,103.52,105.594,107.69,109.952,113.7,117.124,120.361,123.44,127.178,130.623,135.68,139.317,142.352,144.904,147.12,149.092,151.951,154.099,156.285,158.437,160.51,162.399,166.641,169.572,171.784,173.518,177.109,178.818,,,,
ORMO,13.737,13.562,13.173,12.915,12.992,13.115,13.22,13.317,13.563,13.75,13.902,14.044,14.277,14.501,14.956,15.283,15.567,15.817,16.037,16.229,16.523,16.733,16.947,17.168,17.382,17.582,18.067,18.398,18.65,18.85,19.275,19.48,,,,
ORRI_P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
OSBA_1,328.917,325.362,317.23,312.414,315.561,320.201,324.786,329.562,338.056,345.376,352.095,358.52,367.049,375.03,387.742,396.928,404.702,411.355,417.198,422.379,430.014,435.746,441.686,447.661,453.437,458.797,470.66,478.936,485.309,490.459,500.799,505.93,,,,
PADIB1,216.914,214.721,209.989,207.9,211.469,216.496,221.905,227.763,236.235,244.003,251.504,258.758,267.332,275.177,285.678,293.267,299.539,304.746,309.278,313.397,319.17,323.72,328.451,333.063,337.513,341.601,349.97,355.879,360.462,364.181,371.318,374.9,,,,
