Region,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BUSH_1,0.101,0.117,0.134,0.152,0.173,0.201,0.224,0.258,0.295,0.333,0.396,0.433,0.473,0.516,0.569,0.627,0.693,0.765,0.844,0.929,1.020,1.131,1.252,1.404,1.572,1.710,1.855,2.005,2.165,2.329,2.497,2.681
BUST_1,0.230,0.267,0.306,0.348,0.397,0.459,0.513,0.591,0.675,0.762,0.907,0.992,1.083,1.180,1.303,1.435,1.587,1.752,1.931,2.125,2.335,2.588,2.866,3.213,3.598,3.913,4.245,4.589,4.955,5.330,5.716,6.136
CAAD_P,0.009,0.010,0.012,0.013,0.015,0.017,0.019,0.022,0.026,0.029,0.034,0.038,0.041,0.045,0.049,0.054,0.060,0.066,0.073,0.081,0.089,0.098,0.109,0.122,0.137,0.149,0.161,0.174,0.188,0.202,0.217,0.233
CAMB_01,0.019,0.022,0.026,0.029,0.033,0.039,0.043,0.050,0.057,0.064,0.076,0.083,0.091,0.099,0.109,0.120,0.133,0.147,0.162,0.178,0.196,0.217,0.240,0.269,0.302,0.328,0.356,0.385,0.416,0.447,0.479,0.515
CANTN1;RICH1;RICH_J,0.232,0.269,0.307,0.350,0.399,0.461,0.515,0.595,0.678,0.766,0.912,0.997,1.089,1.186,1.310,1.442,1.596,1.761,1.942,2.137,2.347,2.602,2.882,3.230,3.616,3.933,4.268,4.614,4.982,5.359,5.746,6.168
CAPEA1,0.179,0.207,0.237,0.270,0.308,0.356,0.397,0.459,0.523,0.591,0.703,0.769,0.840,0.915,1.011,1.113,1.231,1.359,1.498,1.648,1.811,2.007,2.223,2.492,2.790,3.034,3.292,3.559,3.843,4.134,4.433,4.758
CARE_1,0.065,0.076,0.087,0.099,0.112,0.130,0.145,0.168,0.191,0.216,0.257,0.281,0.307,0.334,0.369,0.407,0.450,0.496,0.547,0.602,0.661,0.733,0.812,0.910,1.019,1.108,1.203,1.300,1.404,1.510,1.619,1.738
CARR_1,0.184,0.213,0.244,0.278,0.316,0.366,0.409,0.472,0.538,0.608,0.723,0.791,0.864,0.941,1.039,1.145,1.266,1.397,1.541,1.695,1.863,2.065,2.286,2.563,2.870,3.121,3.386,3.661,3.953,4.252,4.559,4.894
CASS_P,0.000,0.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.009,0.010
CATY,0.010,0.011,0.013,0.014,0.016,0.019,0.021,0.025,0.028,0.032,0.038,0.041,0.045,0.049,0.054,0.060,0.066,0.073,0.080,0.088,0.097,0.107,0.119,0.133,0.149,0.162,0.176,0.190,0.205,0.221,0.237,0.254
CEAN_P,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.004,0.004,0.005,0.005,0.006,0.006,0.007,0.008,0.008,0.009,0.010,0.012,0.013,0.014,0.015,0.016,0.017,0.019,0.020
CELL_1,0.428,0.497,0.568,0.648,0.738,0.854,0.953,1.100,1.255,1.418,1.686,1.845,2.014,2.194,2.423,2.669,2.951,3.258,3.592,3.952,4.342,4.813,5.330,5.975,6.690,7.276,7.894,8.533,9.215,9.912,10.628,11.409
CHAP,0.019,0.022,0.025,0.028,0.032,0.037,0.041,0.048,0.055,0.062,0.073,0.080,0.088,0.095,0.105,0.116,0.128,0.142,0.156,0.172,0.189,0.209,0.232,0.260,0.291,0.316,0.343,0.371,0.400,0.431,0.462,0.496
CHAR_P,0.015,0.017,0.019,0.022,0.025,0.029,0.033,0.038,0.043,0.049,0.058,0.063,0.069,0.075,0.083,0.092,0.101,0.112,0.123,0.136,0.149,0.165,0.183,0.205,0.230,0.250,0.271,0.293,0.316,0.340,0.365,0.391
CHAS,0.013,0.011,0.013,0.014,0.016,0.019,0.021,0.024,0.028,0.032,0.037,0.041,0.045,0.049,0.054,0.059,0.066,0.072,0.080,0.088,0.097,0.107,0.118,0.133,0.149,0.162,0.176,0.190,0.205,0.220,0.236,0.254
CHIC_1,0.049,0.056,0.064,0.074,0.084,0.097,0.108,0.125,0.142,0.161,0.191,0.209,0.228,0.249,0.275,0.303,0.335,0.370,0.407,0.448,0.493,0.546,0.605,0.678,0.759,0.825,0.896,0.968,1.045,1.124,1.206,1.294
CHSI_1,0.164,0.190,0.217,0.248,0.282,0.327,0.364,0.420,0.480,0.542,0.645,0.705,0.770,0.839,0.926,1.020,1.128,1.245,1.373,1.511,1.660,1.840,2.038,2.284,2.558,2.782,3.018,3.263,3.523,3.790,4.064,4.362
CHTE_1,0.295,0.342,0.391,0.446,0.508,0.588,0.656,0.757,0.864,0.976,1.161,1.270,1.386,1.510,1.668,1.837,2.032,2.243,2.473,2.721,2.989,3.313,3.669,4.113,4.606,5.009,5.435,5.875,6.344,6.824,7.317,7.855
CITR_1,0.166,0.192,0.220,0.251,0.285,0.330,0.369,0.425,0.485,0.548,0.652,0.713,0.779,0.848,0.937,1.032,1.141,1.260,1.389,1.528,1.679,1.861,2.061,2.310,2.587,2.814,3.053,3.300,3.563,3.833,4.110,4.412
CLAY_P,0.006,0.006,0.007,0.008,0.009,0.011,0.012,0.014,0.016,0.018,0.021,0.023,0.025,0.027,0.030,0.033,0.037,0.041,0.045,0.049,0.054,0.060,0.066,0.074,0.083,0.091,0.098,0.106,0.115,0.123,0.132,0.142
CLYM,0.032,0.037,0.042,0.048,0.055,0.063,0.070,0.081,0.093,0.105,0.125,0.136,0.149,0.162,0.179,0.197,0.218,0.241,0.265,0.292,0.321,0.356,0.394,0.442,0.495,0.538,0.584,0.631,0.681,0.733,0.786,0.843
COAT,0.027,0.031,0.035,0.040,0.046,0.053,0.059,0.069,0.078,0.088,0.105,0.115,0.126,0.137,0.151,0.167,0.184,0.203,0.224,0.247,0.271,0.300,0.333,0.373,0.418,0.454,0.493,0.533,0.575,0.619,0.663,0.712
COCK,0.022,0.026,0.029,0.033,0.038,0.044,0.049,0.057,0.065,0.073,0.087,0.095,0.104,0.113,0.125,0.138,0.152,0.168,0.185,0.204,0.224,0.248,0.275,0.308,0.345,0.375,0.407,0.440,0.475,0.511,0.548,0.588
CONQA1;SASA,0.172,0.199,0.227,0.259,0.295,0.341,0.382,0.440,0.502,0.567,0.675,0.738,0.805,0.878,0.969,1.068,1.182,1.304,1.438,1.581,1.738,1.926,2.133,2.391,2.678,2.911,3.159,3.415,3.687,3.967,4.254,4.566
COUA_P,0.012,0.014,0.015,0.018,0.020,0.023,0.026,0.030,0.034,0.039,0.046,0.050,0.055,0.060,0.066,0.073,0.080,0.089,0.098,0.108,0.118,0.131,0.145,0.163,0.182,0.198,0.215,0.232,0.251,0.270,0.289,0.310
COVE_1,0.292,0.339,0.387,0.441,0.502,0.581,0.649,0.748,0.854,0.965,1.148,1.256,1.371,1.494,1.649,1.817,2.009,2.217,2.445,2.690,2.956,3.276,3.628,4.067,4.554,4.953,5.374,5.809,6.273,6.747,7.235,7.767
COWL_1;ECLA_H,0.280,0.326,0.372,0.424,0.483,0.559,0.624,0.720,0.822,0.928,1.104,1.208,1.319,1.437,1.587,1.748,1.933,2.133,2.352,2.588,2.843,3.152,3.490,3.913,4.381,4.765,5.170,5.588,6.034,6.491,6.960,7.472
COYL,0.018,0.021,0.024,0.027,0.031,0.035,0.039,0.046,0.052,0.059,0.070,0.076,0.083,0.091,0.100,0.111,0.122,0.135,0.149,0.164,0.180,0.199,0.221,0.247,0.277,0.301,0.327,0.353,0.382,0.411,0.440,0.473
CRAI_P,0.016,0.018,0.021,0.024,0.027,0.031,0.035,0.040,0.046,0.052,0.061,0.067,0.073,0.080,0.088,0.097,0.108,0.119,0.131,0.144,0.158,0.176,0.194,0.218,0.244,0.265,0.288,0.311,0.336,0.362,0.388,0.416
CREB_1,0.264,0.307,0.350,0.399,0.455,0.527,0.587,0.678,0.773,0.874,1.039,1.137,1.241,1.352,1.494,1.645,1.819,2.008,2.214,2.436,2.676,2.967,3.285,3.683,4.124,4.485,4.866,5.260,5.680,6.110,6.551,7.033
CROO,0.045,0.051,0.058,0.067,0.076,0.088,0.098,0.113,0.129,0.146,0.174,0.190,0.208,0.226,0.250,0.275,0.304,0.336,0.371,0.408,0.448,0.496,0.550,0.616,0.690,0.750,0.815,0.880,0.951,1.023,1.097,1.177
CUMB,0.018,0.020,0.023,0.026,0.030,0.035,0.039,0.045,0.051,0.057,0.068,0.075,0.082,0.089,0.098,0.108,0.120,0.132,0.146,0.160,0.176,0.195,0.216,0.242,0.271,0.295,0.320,0.346,0.374,0.402,0.431,0.462
CUPA,0.022,0.025,0.028,0.032,0.037,0.043,0.048,0.055,0.063,0.071,0.084,0.092,0.101,0.110,0.121,0.133,0.147,0.163,0.179,0.197,0.217,0.240,0.266,0.298,0.334,0.363,0.394,0.426,0.460,0.495,0.531,0.570
CURR,0.007,0.008,0.010,0.011,0.013,0.015,0.016,0.019,0.021,0.024,0.029,0.031,0.034,0.037,0.041,0.046,0.050,0.056,0.061,0.067,0.074,0.082,0.091,0.102,0.114,0.124,0.135,0.146,0.157,0.169,0.181,0.195
DALM3,0.014,0.016,0.018,0.021,0.024,0.027,0.031,0.035,0.040,0.045,0.054,0.059,0.064,0.070,0.078,0.085,0.095,0.104,0.115,0.127,0.139,0.154,0.171,0.191,0.214,0.233,0.253,0.273,0.295,0.317,0.340,0.365
DEVM,0.009,0.010,0.011,0.013,0.015,0.017,0.019,0.022,0.025,0.028,0.034,0.037,0.040,0.044,0.048,0.053,0.059,0.065,0.072,0.079,0.086,0.096,0.106,0.119,0.133,0.145,0.157,0.170,0.184,0.197,0.212,0.227
DEVO,0.031,0.035,0.040,0.046,0.052,0.061,0.068,0.078,0.089,0.101,0.120,0.131,0.143,0.156,0.172,0.189,0.209,0.231,0.255,0.280,0.308,0.341,0.378,0.424,0.474,0.516,0.560,0.605,0.653,0.703,0.754,0.809
DEWP,0.017,0.018,0.021,0.024,0.027,0.031,0.035,0.040,0.046,0.051,0.061,0.067,0.073,0.080,0.088,0.097,0.107,0.118,0.130,0.144,0.158,0.175,0.194,0.217,0.243,0.264,0.287,0.310,0.335,0.360,0.386,0.414
DOUN_P,0.004,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.010,0.011,0.014,0.015,0.016,0.018,0.020,0.022,0.024,0.026,0.029,0.032,0.035,0.039,0.043,0.048,0.054,0.059,0.064,0.069,0.075,0.080,0.086,0.092
DRAK_1,0.112,0.130,0.148,0.169,0.193,0.223,0.249,0.287,0.328,0.370,0.440,0.482,0.526,0.573,0.633,0.697,0.771,0.851,0.938,1.032,1.134,1.257,1.392,1.560,1.747,1.900,2.061,2.228,2.406,2.588,2.775,2.979
DRAX_1,0.068,0.080,0.091,0.104,0.118,0.137,0.152,0.176,0.201,0.227,0.270,0.295,0.322,0.351,0.388,0.427,0.472,0.521,0.574,0.632,0.694,0.770,0.852,0.956,1.070,1.164,1.263,1.365,1.474,1.585,1.700,1.825
DRCR,0.010,0.011,0.012,0.014,0.016,0.019,0.021,0.024,0.028,0.031,0.037,0.040,0.044,0.048,0.053,0.059,0.065,0.071,0.079,0.087,0.095,0.106,0.117,0.131,0.147,0.159,0.173,0.187,0.202,0.217,0.233,0.250
DRUM,0.048,0.055,0.063,0.072,0.082,0.095,0.106,0.122,0.139,0.157,0.187,0.204,0.223,0.243,0.269,0.296,0.327,0.361,0.398,0.438,0.481,0.533,0.591,0.662,0.741,0.806,0.875,0.946,1.021,1.099,1.178,1.264
DUBE_P,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DUDH_P,0.014,0.016,0.018,0.021,0.023,0.027,0.030,0.035,0.040,0.045,0.054,0.059,0.064,0.070,0.077,0.085,0.094,0.104,0.114,0.126,0.138,0.153,0.170,0.190,0.213,0.231,0.251,0.271,0.293,0.315,0.338,0.363
DUGR_P,0.003,0.003,0.004,0.004,0.005,0.005,0.006,0.007,0.008,0.009,0.011,0.012,0.013,0.014,0.015,0.017,0.019,0.021,0.023,0.025,0.028,0.031,0.034,0.038,0.043,0.046,0.050,0.054,0.059,0.063,0.068,0.073
DUMF,0.033,0.037,0.043,0.049,0.056,0.064,0.072,0.083,0.095,0.107,0.128,0.139,0.152,0.166,0.183,0.201,0.223,0.246,0.272,0.299,0.328,0.364,0.403,0.452,0.506,0.550,0.596,0.645,0.697,0.749,0.803,0.862
DUNB,0.010,0.012,0.013,0.015,0.017,0.020,0.022,0.026,0.029,0.033,0.039,0.043,0.047,0.051,0.057,0.062,0.069,0.076,0.084,0.092,0.101,0.112,0.124,0.140,0.156,0.170,0.184,0.199,0.215,0.231,0.248,0.266
DUNF,0.022,0.025,0.029,0.033,0.037,0.043,0.048,0.055,0.063,0.071,0.085,0.093,0.101,0.110,0.122,0.134,0.148,0.164,0.180,0.199,0.218,0.242,0.268,0.300,0.336,0.366,0.397,0.429,0.463,0.498,0.534,0.573
DUNO_P,0.005,0.006,0.007,0.008,0.009,0.010,0.011,0.013,0.015,0.016,0.020,0.021,0.023,0.025,0.028,0.031,0.034,0.038,0.042,0.046,0.050,0.056,0.062,0.069,0.078,0.085,0.092,0.099,0.107,0.115,0.123,0.133
DYCE_P,0.015,0.017,0.019,0.022,0.025,0.029,0.032,0.037,0.042,0.047,0.056,0.062,0.067,0.073,0.081,0.089,0.099,0.109,0.120,0.132,0.145,0.161,0.178,0.200,0.224,0.243,0.264,0.285,0.308,0.331,0.355,0.381
EALI_6,0.101,0.117,0.134,0.153,0.174,0.202,0.225,0.260,0.296,0.335,0.398,0.436,0.476,0.518,0.572,0.630,0.697,0.769,0.848,0.933,1.025,1.137,1.259,1.411,1.580,1.718,1.864,2.015,2.176,2.341,2.510,2.695
EASO_1,0.163,0.190,0.217,0.247,0.282,0.326,0.364,0.420,0.479,0.541,0.644,0.704,0.769,0.838,0.925,1.019,1.127,1.244,1.371,1.509,1.657,1.837,2.035,2.281,2.554,2.777,3.014,3.258,3.518,3.784,4.057,4.356
ECCL,0.013,0.015,0.017,0.019,0.022,0.025,0.028,0.032,0.037,0.041,0.049,0.054,0.059,0.064,0.071,0.078,0.086,0.095,0.105,0.115,0.127,0.140,0.155,0.174,0.195,0.212,0.230,0.249,0.269,0.289,0.310,0.333
ECLA_1,0.227,0.263,0.301,0.343,0.391,0.452,0.505,0.582,0.664,0.751,0.893,0.977,1.066,1.162,1.283,1.413,1.563,1.725,1.902,2.092,2.299,2.548,2.822,3.163,3.542,3.852,4.180,4.518,4.879,5.248,5.627,6.041
EERH,0.039,0.045,0.051,0.058,0.066,0.077,0.086,0.099,0.113,0.128,0.152,0.166,0.181,0.198,0.218,0.240,0.266,0.293,0.324,0.356,0.391,0.434,0.480,0.538,0.603,0.655,0.711,0.769,0.830,0.893,0.957,1.028
EKIL,0.025,0.029,0.033,0.037,0.042,0.049,0.055,0.063,0.072,0.082,0.097,0.106,0.116,0.126,0.139,0.153,0.170,0.187,0.207,0.227,0.250,0.277,0.307,0.344,0.385,0.418,0.454,0.491,0.530,0.570,0.611,0.656
EKIS,0.024,0.028,0.032,0.036,0.041,0.047,0.053,0.061,0.070,0.079,0.094,0.103,0.112,0.122,0.135,0.148,0.164,0.181,0.200,0.220,0.241,0.268,0.296,0.332,0.372,0.405,0.439,0.474,0.512,0.551,0.591,0.634
