Region,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BAGA,14.249,14.306,14.230,14.133,14.043,13.946,13.860,13.749,13.635,13.523,13.402,13.324,13.341,13.373,13.411,13.461,13.509,13.554,13.599,13.649,13.706,13.784,13.902,14.021,14.117,14.196,14.278,14.348,14.413,14.490,14.565,14.652
BAIN,8.342,8.375,8.331,8.274,8.222,8.165,8.114,8.049,7.983,7.917,7.846,7.800,7.810,7.829,7.852,7.881,7.909,7.935,7.962,7.991,8.024,8.070,8.139,8.209,8.265,8.311,8.359,8.400,8.438,8.483,8.527,8.578
BARKC1;BARKW3,112.318,112.768,112.165,111.401,110.697,109.928,109.249,108.378,107.480,106.596,105.640,105.024,105.161,105.410,105.714,106.105,106.484,106.840,107.195,107.588,108.041,108.655,109.587,110.525,111.282,111.901,112.546,113.100,113.610,114.216,114.814,115.493
BEAU_P;ORRI_P,9.269,9.307,9.257,9.194,9.136,9.072,9.016,8.944,8.870,8.797,8.718,8.668,8.679,8.699,8.724,8.757,8.788,8.817,8.847,8.879,8.917,8.967,9.044,9.122,9.184,9.235,9.288,9.334,9.376,9.426,9.475,9.532
BEDDT1,35.863,36.007,35.814,35.570,35.345,35.100,34.883,34.605,34.318,34.036,33.730,33.534,33.578,33.657,33.754,33.879,34.000,34.114,34.227,34.352,34.497,34.693,34.991,35.290,35.532,35.730,35.935,36.113,36.275,36.469,36.659,36.876
BEDD_1,133.524,134.060,133.343,132.434,131.597,130.683,129.876,128.840,127.773,126.722,125.585,124.854,125.016,125.312,125.673,126.139,126.590,127.013,127.435,127.901,128.440,129.169,130.278,131.393,132.293,133.029,133.795,134.455,135.060,135.780,136.491,137.298
BERB_P;CAIF_P;DALL_P;GLEF_P;KEIT_P,18.321,18.394,18.296,18.171,18.056,17.931,17.820,17.678,17.532,17.387,17.231,17.131,17.153,17.194,17.244,17.307,17.369,17.427,17.485,17.549,17.623,17.723,17.875,18.028,18.152,18.253,18.358,18.448,18.531,18.630,18.728,18.839
BERW,10.632,10.675,10.618,10.546,10.479,10.406,10.342,10.259,10.174,10.091,10.000,9.942,9.955,9.978,10.007,10.044,10.080,10.114,10.147,10.185,10.228,10.286,10.374,10.463,10.534,10.593,10.654,10.707,10.755,10.812,10.869,10.933
BESW_1,107.982,108.415,107.835,107.101,106.424,105.685,105.032,104.194,103.331,102.481,101.562,100.970,101.101,101.341,101.633,102.009,102.374,102.716,103.057,103.434,103.870,104.460,105.356,106.259,106.986,107.582,108.201,108.735,109.224,109.806,110.381,111.034
BICF_1,63.888,64.145,63.802,63.367,62.966,62.529,62.143,61.647,61.136,60.634,60.090,59.740,59.817,59.959,60.132,60.355,60.570,60.773,60.975,61.198,61.456,61.805,62.335,62.869,63.299,63.652,64.018,64.334,64.623,64.968,65.308,65.694
BIRK_1,74.721,75.021,74.620,74.111,73.643,73.131,72.679,72.100,71.502,70.914,70.278,69.869,69.960,70.125,70.328,70.588,70.840,71.077,71.313,71.574,71.876,72.284,72.904,73.528,74.032,74.444,74.872,75.242,75.580,75.983,76.381,76.833
BISW_1,133.199,133.734,133.018,132.112,131.277,130.365,129.560,128.527,127.462,126.414,125.279,124.550,124.712,125.007,125.367,125.832,126.281,126.703,127.124,127.589,128.127,128.855,129.960,131.073,131.971,132.705,133.469,134.128,134.731,135.449,136.158,136.964
BLYTB1,50.368,50.570,50.299,49.957,49.641,49.296,48.992,48.601,48.198,47.802,47.373,47.097,47.158,47.270,47.406,47.582,47.752,47.912,48.071,48.247,48.450,48.725,49.143,49.564,49.903,50.181,50.470,50.719,50.947,51.219,51.487,51.791
BLYTH132,21.793,21.880,21.763,21.615,21.479,21.329,21.198,21.029,20.854,20.683,20.497,20.378,20.404,20.453,20.512,20.588,20.661,20.730,20.799,20.875,20.963,21.082,21.263,21.445,21.592,21.712,21.837,21.945,22.044,22.161,22.277,22.409
BOAG_P,7.227,7.256,7.218,7.168,7.123,7.074,7.030,6.974,6.916,6.859,6.798,6.758,6.767,6.783,6.802,6.828,6.852,6.875,6.898,6.923,6.952,6.992,7.052,7.112,7.161,7.201,7.242,7.278,7.311,7.350,7.388,7.432
BOLN_1,270.754,271.841,270.388,268.545,266.848,264.994,263.357,261.257,259.093,256.962,254.657,253.174,253.503,254.103,254.835,255.779,256.693,257.551,258.407,259.352,260.445,261.924,264.171,266.434,268.258,269.751,271.303,272.642,273.869,275.329,276.770,278.408
BONN,16.681,16.748,16.659,16.545,16.441,16.326,16.226,16.096,15.963,15.832,15.690,15.598,15.618,15.655,15.701,15.759,15.815,15.868,15.921,15.979,16.046,16.137,16.276,16.415,16.527,16.620,16.715,16.798,16.873,16.963,17.052,17.153
BOTW_1,46.730,46.917,46.666,46.349,46.056,45.736,45.453,45.091,44.717,44.349,43.951,43.696,43.752,43.856,43.982,44.145,44.303,44.451,44.599,44.762,44.951,45.206,45.594,45.984,46.299,46.557,46.824,47.056,47.267,47.519,47.768,48.051
BRAC_P,13.119,13.171,13.101,13.012,12.929,12.840,12.760,12.658,12.554,12.450,12.339,12.267,12.283,12.312,12.347,12.393,12.437,12.479,12.520,12.566,12.619,12.691,12.800,12.909,12.998,13.070,13.145,13.210,13.270,13.340,13.410,13.489
BRAI_1,80.436,80.759,80.327,79.780,79.276,78.725,78.239,77.615,76.972,76.339,75.654,75.214,75.311,75.490,75.707,75.987,76.259,76.514,76.768,77.049,77.374,77.813,78.481,79.153,79.695,80.138,80.599,80.997,81.362,81.795,82.223,82.710
BRAP,10.338,10.380,10.324,10.254,10.189,10.118,10.056,9.976,9.893,9.812,9.724,9.667,9.680,9.702,9.730,9.766,9.801,9.834,9.867,9.903,9.945,10.001,10.087,10.173,10.243,10.300,10.359,10.410,10.457,10.513,10.568,10.630
BRAW_1,129.350,129.870,129.175,128.295,127.484,126.599,125.816,124.813,123.779,122.761,121.660,120.951,121.108,121.395,121.745,122.196,122.633,123.043,123.451,123.903,124.425,125.132,126.205,127.286,128.157,128.871,129.612,130.252,130.838,131.536,132.224,133.007
BRED_1,78.746,79.062,78.639,78.103,77.610,77.071,76.594,75.984,75.354,74.734,74.064,73.633,73.728,73.903,74.116,74.390,74.656,74.906,75.155,75.430,75.748,76.178,76.831,77.489,78.020,78.454,78.905,79.295,79.652,80.076,80.495,80.972
BRFO_1;CLT03,221.283,222.171,220.984,219.478,218.090,216.575,215.238,213.521,211.753,210.011,208.127,206.915,207.184,207.675,208.274,209.044,209.792,210.492,211.192,211.964,212.858,214.067,215.903,217.753,219.242,220.464,221.732,222.826,223.828,225.023,226.200,227.539
BRID_P,8.136,8.169,8.125,8.070,8.019,7.963,7.914,7.851,7.786,7.722,7.653,7.608,7.618,7.636,7.658,7.686,7.714,7.739,7.765,7.794,7.826,7.871,7.938,8.006,8.061,8.106,8.153,8.193,8.230,8.274,8.317,8.366
BRIM_1,90.395,90.758,90.273,89.658,89.091,88.472,87.926,87.224,86.502,85.790,85.021,84.526,84.635,84.836,85.080,85.395,85.701,85.987,86.273,86.588,86.953,87.447,88.197,88.953,89.562,90.060,90.578,91.025,91.435,91.923,92.404,92.951
BROA_P,3.782,3.798,3.777,3.752,3.728,3.702,3.679,3.650,3.620,3.590,3.558,3.537,3.541,3.550,3.560,3.573,3.586,3.598,3.610,3.623,3.638,3.659,3.690,3.722,3.748,3.768,3.790,3.809,3.826,3.846,3.866,3.889
BROR_P,2.482,2.491,2.478,2.461,2.446,2.429,2.414,2.394,2.375,2.355,2.334,2.320,2.323,2.329,2.336,2.344,2.353,2.361,2.368,2.377,2.387,2.401,2.421,2.442,2.459,2.472,2.487,2.499,2.510,2.523,2.537,2.552
BROX,15.866,15.929,15.844,15.736,15.637,15.528,15.432,15.309,15.182,15.058,14.922,14.836,14.855,14.890,14.933,14.988,15.042,15.092,15.142,15.198,15.262,15.348,15.480,15.613,15.719,15.807,15.898,15.976,16.048,16.134,16.218,16.314
BRWA1,63.058,63.311,62.972,62.543,62.148,61.716,61.335,60.846,60.342,59.846,59.309,58.963,59.040,59.180,59.350,59.570,59.783,59.983,60.182,60.402,60.657,61.001,61.525,62.052,62.476,62.824,63.186,63.497,63.783,64.123,64.459,64.840
BUMU_P,14.706,14.765,14.686,14.586,14.494,14.394,14.305,14.191,14.073,13.957,13.832,13.751,13.769,13.802,13.842,13.893,13.943,13.989,14.036,14.087,14.146,14.227,14.349,14.472,14.571,14.652,14.736,14.809,14.876,14.955,15.033,15.122
BURM_1,146.291,146.878,146.093,145.097,144.180,143.179,142.294,141.159,139.990,138.839,137.593,136.792,136.970,137.294,137.690,138.199,138.693,139.157,139.619,140.130,140.721,141.520,142.734,143.956,144.942,145.749,146.587,147.311,147.974,148.763,149.541,150.426
BUSH_1,43.063,43.235,43.004,42.711,42.441,42.147,41.886,41.552,41.208,40.869,40.502,40.266,40.319,40.414,40.531,40.681,40.826,40.963,41.099,41.249,41.423,41.658,42.016,42.375,42.665,42.903,43.150,43.363,43.558,43.790,44.019,44.280
BUST_1,74.145,74.443,74.045,73.540,73.076,72.568,72.120,71.545,70.952,70.368,69.737,69.331,69.421,69.586,69.786,70.044,70.295,70.530,70.764,71.023,71.322,71.727,72.343,72.962,73.462,73.871,74.296,74.662,74.998,75.398,75.793,76.241
CAAD_P,6.775,6.802,6.766,6.720,6.677,6.631,6.590,6.537,6.483,6.430,6.372,6.335,6.343,6.358,6.377,6.400,6.423,6.445,6.466,6.490,6.517,6.554,6.610,6.667,6.712,6.750,6.789,6.822,6.853,6.889,6.925,6.966
CAMB_01,10.549,10.592,10.535,10.463,10.397,10.325,10.261,10.179,10.095,10.012,9.922,9.864,9.877,9.900,9.929,9.966,10.001,10.035,10.068,10.105,10.147,10.205,10.293,10.381,10.452,10.510,10.571,10.623,10.671,10.727,10.784,10.847
CANTN1;RICH1;RICH_J,123.219,123.715,123.053,122.214,121.442,120.598,119.853,118.898,117.913,116.943,115.893,115.219,115.369,115.642,115.975,116.405,116.820,117.211,117.600,118.031,118.528,119.201,120.224,121.254,122.084,122.763,123.470,124.079,124.637,125.302,125.957,126.703
CAPEA1,111.090,111.536,110.940,110.184,109.487,108.727,108.055,107.193,106.305,105.431,104.485,103.877,104.012,104.258,104.559,104.946,105.321,105.673,106.024,106.412,106.860,107.467,108.389,109.317,110.066,110.679,111.315,111.865,112.368,112.967,113.558,114.230
CARE_1,42.378,42.548,42.321,42.032,41.767,41.476,41.220,40.891,40.553,40.219,39.858,39.626,39.678,39.772,39.886,40.034,40.177,40.311,40.445,40.593,40.764,40.996,41.348,41.702,41.987,42.221,42.464,42.673,42.865,43.094,43.320,43.576
CARR_1,90.534,90.898,90.412,89.796,89.228,88.608,88.061,87.359,86.635,85.922,85.152,84.656,84.766,84.966,85.211,85.527,85.833,86.119,86.405,86.722,87.087,87.582,88.333,89.090,89.699,90.199,90.718,91.165,91.576,92.064,92.546,93.094
CASS_P,0.551,0.553,0.550,0.546,0.543,0.539,0.536,0.531,0.527,0.523,0.518,0.515,0.516,0.517,0.518,0.520,0.522,0.524,0.526,0.527,0.530,0.533,0.537,0.542,0.546,0.549,0.552,0.554,0.557,0.560,0.563,0.566
CATY,5.432,5.454,5.425,5.388,5.354,5.316,5.284,5.241,5.198,5.155,5.109,5.079,5.086,5.098,5.113,5.132,5.150,5.167,5.184,5.203,5.225,5.255,5.300,5.345,5.382,5.412,5.443,5.470,5.494,5.524,5.553,5.586
CEAN_P,0.484,0.486,0.484,0.480,0.477,0.474,0.471,0.467,0.464,0.460,0.456,0.453,0.454,0.455,0.456,0.458,0.459,0.461,0.462,0.464,0.466,0.469,0.473,0.477,0.480,0.483,0.485,0.488,0.490,0.493,0.495,0.498
CELL_1,205.087,205.911,204.809,203.414,202.128,200.724,199.484,197.893,196.254,194.640,192.894,191.771,192.019,192.474,193.029,193.744,194.436,195.086,195.734,196.450,197.278,198.399,200.101,201.815,203.196,204.327,205.503,206.517,207.446,208.552,209.644,210.885
CHAP,16.630,16.697,16.608,16.494,16.390,16.276,16.176,16.047,15.914,15.783,15.641,15.550,15.570,15.607,15.652,15.710,15.766,15.819,15.872,15.930,15.997,16.088,16.226,16.365,16.477,16.568,16.664,16.746,16.821,16.911,17.000,17.100
CHAR_P,5.269,5.290,5.262,5.226,5.193,5.157,5.125,5.084,5.042,5.000,4.956,4.927,4.933,4.945,4.959,4.977,4.995,5.012,5.029,5.047,5.068,5.097,5.141,5.185,5.220,5.249,5.279,5.306,5.329,5.358,5.386,5.418
CHAS,27.544,27.655,27.507,27.320,27.147,26.958,26.792,26.578,26.358,26.141,25.907,25.756,25.789,25.850,25.925,26.021,26.114,26.201,26.288,26.384,26.496,26.646,26.875,27.105,27.290,27.442,27.600,27.736,27.861,28.010,28.156,28.323
CHIC_1,35.907,36.051,35.858,35.614,35.389,35.143,34.926,34.647,34.360,34.078,33.772,33.575,33.619,33.699,33.796,33.921,34.042,34.156,34.269,34.395,34.540,34.736,35.034,35.334,35.576,35.774,35.980,36.157,36.320,36.514,36.705,36.922
CHSI_1,76.845,77.154,76.741,76.218,75.736,75.210,74.746,74.150,73.535,72.931,72.276,71.856,71.949,72.119,72.327,72.595,72.854,73.098,73.341,73.609,73.919,74.339,74.977,75.619,76.136,76.561,77.001,77.381,77.729,78.144,78.552,79.017
CHTE_1,169.644,170.325,169.414,168.259,167.196,166.035,165.009,163.693,162.337,161.002,159.557,158.628,158.834,159.211,159.669,160.260,160.833,161.371,161.907,162.499,163.184,164.111,165.519,166.937,168.079,169.015,169.987,170.826,171.595,172.510,173.413,174.439
CITR_1,296.151,297.340,295.750,293.735,291.878,289.851,288.060,285.763,283.396,281.065,278.543,276.922,277.281,277.938,278.739,279.771,280.771,281.709,282.645,283.679,284.875,286.493,288.951,291.425,293.420,295.054,296.751,298.216,299.558,301.155,302.731,304.523
CLAY_P,11.722,11.770,11.707,11.627,11.553,11.473,11.402,11.311,11.218,11.125,11.025,10.961,10.976,11.002,11.033,11.074,11.114,11.151,11.188,11.229,11.276,11.340,11.437,11.535,11.614,11.679,11.746,11.804,11.857,11.921,11.983,12.054
CLYM,22.583,22.673,22.552,22.398,22.257,22.102,21.966,21.791,21.610,21.432,21.240,21.116,21.144,21.194,21.255,21.334,21.410,21.481,21.553,21.632,21.723,21.846,22.034,22.222,22.374,22.499,22.628,22.740,22.842,22.964,23.084,23.221
COAT,18.388,18.462,18.363,18.238,18.122,17.997,17.885,17.743,17.596,17.451,17.294,17.194,17.216,17.257,17.307,17.371,17.433,17.491,17.549,17.613,17.688,17.788,17.941,18.094,18.218,18.320,18.425,18.516,18.599,18.698,18.796,18.908
COCK,13.607,13.662,13.589,13.496,13.411,13.318,13.235,13.130,13.021,12.914,12.798,12.723,12.740,12.770,12.807,12.854,12.900,12.943,12.986,13.034,13.089,13.163,13.276,13.390,13.482,13.557,13.635,13.702,13.764,13.837,13.909,13.992
CONQA1;SASA,90.967,91.332,90.844,90.225,89.655,89.032,88.482,87.776,87.049,86.333,85.558,85.060,85.171,85.372,85.619,85.936,86.242,86.531,86.818,87.136,87.503,88.000,88.755,89.516,90.128,90.630,91.152,91.601,92.014,92.504,92.988,93.538
COUA_P,8.236,8.269,8.225,8.169,8.117,8.061,8.011,7.947,7.881,7.816,7.746,7.701,7.711,7.730,7.752,7.780,7.808,7.834,7.860,7.889,7.922,7.967,8.036,8.105,8.160,8.206,8.253,8.293,8.331,8.375,8.419,8.469
COVE_1,149.532,150.133,149.330,148.312,147.375,146.351,145.447,144.287,143.092,141.915,140.642,139.823,140.004,140.336,140.740,141.261,141.767,142.240,142.713,143.235,143.839,144.656,145.897,147.146,148.153,148.978,149.835,150.575,151.252,152.059,152.855,153.759
COWL_1;ECLA_H,168.375,169.051,168.147,167.002,165.946,164.793,163.775,162.469,161.123,159.798,158.365,157.443,157.647,158.020,158.476,159.062,159.631,160.165,160.697,161.285,161.965,162.884,164.282,165.689,166.823,167.752,168.717,169.549,170.312,171.220,172.116,173.135
COYL,11.948,11.996,11.932,11.850,11.775,11.694,11.621,11.529,11.433,11.339,11.237,11.172,11.186,11.213,11.245,11.287,11.327,11.365,11.403,11.445,11.493,11.558,11.657,11.757,11.838,11.903,11.972,12.031,12.085,12.150,12.213,12.285
CRAI_P,6.063,6.087,6.054,6.013,5.975,5.934,5.897,5.850,5.801,5.754,5.702,5.669,5.676,5.690,5.706,5.727,5.748,5.767,5.786,5.807,5.832,5.865,5.915,5.966,6.007,6.040,6.075,6.105,6.132,6.165,6.197,6.234
CREB_1,150.300,150.904,150.096,149.074,148.132,147.103,146.194,145.028,143.826,142.644,141.364,140.541,140.723,141.057,141.463,141.987,142.494,142.971,143.446,143.970,144.577,145.398,146.646,147.902,148.914,149.743,150.605,151.348,152.029,152.840,153.639,154.549
CROO,10.774,10.817,10.760,10.686,10.619,10.545,10.480,10.396,10.310,10.225,10.133,10.074,10.087,10.111,10.140,10.178,10.214,10.249,10.283,10.320,10.364,10.422,10.511,10.602,10.674,10.734,10.796,10.849,10.898,10.956,11.014,11.079
CUMB,17.188,17.257,17.165,17.048,16.940,16.823,16.719,16.585,16.448,16.313,16.166,16.072,16.093,16.131,16.178,16.237,16.296,16.350,16.404,16.464,16.534,16.628,16.770,16.914,17.030,17.124,17.223,17.308,17.386,17.479,17.570,17.674
CUPA,16.664,16.731,16.642,16.528,16.424,16.310,16.209,16.080,15.947,15.815,15.674,15.582,15.602,15.639,15.685,15.743,15.799,15.852,15.904,15.963,16.030,16.121,16.259,16.398,16.511,16.603,16.698,16.780,16.856,16.946,17.035,17.135
CURR,2.922,2.933,2.918,2.898,2.880,2.860,2.842,2.819,2.796,2.773,2.748,2.732,2.736,2.742,2.750,2.760,2.770,2.779,2.789,2.799,2.811,2.826,2.851,2.875,2.895,2.911,2.928,2.942,2.955,2.971,2.987,3.004
DALM3,9.135,9.172,9.123,9.061,9.003,8.941,8.885,8.815,8.742,8.670,8.592,8.542,8.553,8.573,8.598,8.630,8.661,8.690,8.718,8.750,8.787,8.837,8.913,8.989,9.051,9.101,9.154,9.199,9.240,9.289,9.338,9.393
DEVM,9.617,9.655,9.604,9.538,9.478,9.412,9.354,9.279,9.203,9.127,9.045,8.992,9.004,9.025,9.051,9.085,9.117,9.148,9.178,9.212,9.251,9.303,9.383,9.463,9.528,9.581,9.636,9.684,9.727,9.779,9.830,9.889
DEVO,16.681,16.748,16.658,16.545,16.440,16.326,16.225,16.096,15.962,15.831,15.689,15.598,15.618,15.655,15.700,15.758,15.814,15.867,15.920,15.978,16.046,16.137,16.275,16.414,16.527,16.619,16.714,16.797,16.873,16.962,17.051,17.152
DEWP,23.090,23.183,23.059,22.902,22.757,22.599,22.459,22.280,22.095,21.914,21.717,21.591,21.619,21.670,21.732,21.813,21.891,21.964,22.037,22.118,22.211,22.337,22.529,22.722,22.877,23.004,23.137,23.251,23.356,23.480,23.603,23.743
DOUN_P,2.109,2.117,2.106,2.092,2.078,2.064,2.051,2.035,2.018,2.001,1.983,1.972,1.975,1.979,1.985,1.992,1.999,2.006,2.013,2.020,2.029,2.040,2.058,2.075,2.089,2.101,2.113,2.124,2.133,2.145,2.156,2.168
DRAK_1,69.901,70.182,69.807,69.331,68.893,68.414,67.992,67.449,66.891,66.341,65.745,65.363,65.447,65.603,65.792,66.035,66.271,66.493,66.714,66.958,67.240,67.622,68.202,68.786,69.257,69.643,70.043,70.389,70.706,71.083,71.455,71.877
DRAX_1,36.619,36.766,36.570,36.321,36.091,35.840,35.619,35.335,35.042,34.754,34.442,34.242,34.286,34.367,34.466,34.594,34.718,34.834,34.949,35.077,35.225,35.425,35.729,36.035,36.282,36.484,36.694,36.875,37.041,37.238,37.433,37.654
DRCR,5.768,5.791,5.760,5.721,5.684,5.645,5.610,5.565,5.519,5.474,5.425,5.393,5.400,5.413,5.429,5.449,5.468,5.486,5.505,5.525,5.548,5.580,5.627,5.676,5.714,5.746,5.779,5.808,5.834,5.865,5.896,5.931
DRUM,13.596,13.651,13.578,13.485,13.400,13.307,13.225,13.119,13.010,12.903,12.788,12.713,12.730,12.760,12.797,12.844,12.890,12.933,12.976,13.023,13.078,13.153,13.265,13.379,13.471,13.546,13.624,13.691,13.752,13.826,13.898,13.980
DUBE_P,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
DUDH_P,16.294,16.359,16.271,16.161,16.058,15.947,15.848,15.722,15.592,15.464,15.325,15.236,15.255,15.292,15.336,15.392,15.447,15.499,15.551,15.607,15.673,15.762,15.897,16.034,16.143,16.233,16.327,16.407,16.481,16.569,16.656,16.754
DUGR_P,1.594,1.601,1.592,1.581,1.571,1.560,1.551,1.538,1.526,1.513,1.500,1.491,1.493,1.496,1.501,1.506,1.512,1.517,1.522,1.527,1.534,1.542,1.556,1.569,1.580,1.588,1.598,1.606,1.613,1.621,1.630,1.639
DUMF,17.415,17.485,17.391,17.272,17.163,17.044,16.939,16.804,16.665,16.527,16.379,16.284,16.305,16.343,16.390,16.451,16.510,16.565,16.620,16.681,16.751,16.846,16.991,17.136,17.254,17.350,17.450,17.536,17.615,17.708,17.802,17.907
DUNB,7.166,7.195,7.157,7.108,7.063,7.014,6.971,6.915,6.858,6.801,6.740,6.701,6.710,6.726,6.745,6.770,6.794,6.817,6.840,6.865,6.894,6.933,6.992,7.052,7.100,7.140,7.181,7.216,7.249,7.288,7.326,7.369
DUNF,9.063,9.100,9.051,8.989,8.933,8.871,8.816,8.745,8.673,8.602,8.525,8.475,8.486,8.506,8.531,8.562,8.593,8.621,8.650,8.682,8.718,8.768,8.843,8.919,8.980,9.030,9.082,9.127,9.168,9.217,9.265,9.320
DUNO_P,4.092,4.108,4.086,4.059,4.033,4.005,3.980,3.948,3.916,3.883,3.849,3.826,3.831,3.840,3.851,3.866,3.879,3.892,3.905,3.920,3.936,3.958,3.992,4.027,4.054,4.077,4.100,4.120,4.139,4.161,4.183,4.208
DYCE_P,10.945,10.989,10.930,10.856,10.787,10.712,10.646,10.561,10.474,10.387,10.294,10.234,10.248,10.272,10.302,10.340,10.377,10.411,10.446,10.484,10.528,10.588,10.679,10.770,10.844,10.904,10.967,11.021,11.071,11.130,11.188,11.254
EALI_6,67.708,67.980,67.617,67.156,66.731,66.268,65.858,65.333,64.792,64.259,63.683,63.312,63.394,63.544,63.727,63.963,64.192,64.406,64.620,64.857,65.130,65.500,66.062,66.628,67.084,67.457,67.845,68.180,68.487,68.852,69.213,69.622
EASO_1,94.526,94.906,94.398,93.755,93.163,92.516,91.944,91.211,90.455,89.711,88.906,88.389,88.503,88.713,88.969,89.298,89.617,89.917,90.216,90.546,90.927,91.444,92.228,93.018,93.655,94.176,94.718,95.186,95.614,96.124,96.627,97.199
ECCL,7.723,7.754,7.712,7.660,7.611,7.559,7.512,7.452,7.390,7.329,7.264,7.221,7.231,7.248,7.269,7.296,7.322,7.346,7.371,7.398,7.429,7.471,7.535,7.600,7.652,7.694,7.739,7.777,7.812,7.853,7.894,7.941
ECLA_1,112.038,112.488,111.886,111.124,110.422,109.655,108.977,108.108,107.213,106.331,105.377,104.763,104.899,105.148,105.451,105.841,106.220,106.575,106.929,107.320,107.772,108.384,109.314,110.250,111.005,111.623,112.265,112.819,113.327,113.931,114.528,115.205
EERH,21.679,21.766,21.650,21.502,21.366,21.218,21.087,20.918,20.745,20.575,20.390,20.271,20.298,20.346,20.404,20.480,20.553,20.622,20.690,20.766,20.854,20.972,21.152,21.333,21.479,21.599,21.723,21.830,21.928,22.045,22.161,22.292
EKIL,13.110,13.163,13.093,13.003,12.921,12.831,12.752,12.650,12.546,12.442,12.331,12.259,12.275,12.304,12.339,12.385,12.429,12.471,12.512,12.558,12.611,12.683,12.792,12.901,12.989,13.062,13.137,13.202,13.261,13.332,13.402,13.481
EKIS,9.604,9.643,9.591,9.526,9.466,9.400,9.342,9.267,9.190,9.115,9.033,8.981,8.992,9.013,9.039,9.073,9.105,9.136,9.166,9.200,9.238,9.291,9.371,9.451,9.516,9.569,9.624,9.671,9.715,9.766,9.818,9.876
