GSP,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,Comment
CUMB,163.4,159.3,157.4,157.2,156.6,157.8,159.5,163.4,168.6,173.1,179.9,187.5,197.0,206.9,218.1,232.5,247.3,261.0,273.5,283.9,293.9,302.8,309.4,313.7,317.3,316.8,319.5,322.4,324.9,326.6,
CUPA,209.7,204.5,202.3,202.5,202.4,205.0,208.7,215.5,224.8,233.2,245.1,258.4,274.8,292.0,311.2,334.2,357.1,378.1,397.0,412.7,427.7,440.2,448.6,452.5,455.7,453.7,455.2,457.2,458.8,459.4,
CURR,44.1,43.2,43.0,43.3,43.6,44.5,45.5,47.1,48.9,51.0,54.0,57.2,61.2,65.3,69.8,75.8,82.2,88.2,93.7,98.2,102.4,106.5,109.8,112.1,113.8,113.5,115.0,116.7,118.2,119.4,
DALM3,141.0,137.1,135.0,134.3,133.2,133.3,133.6,135.0,136.8,138.5,141.9,145.5,150.4,155.4,161.2,169.8,179.2,188.2,196.7,203.6,210.1,216.7,222.4,227.4,231.6,232.0,235.8,239.6,243.1,246.0,
DEVM,106.8,103.9,102.5,102.1,101.2,101.2,101.4,102.4,103.9,105.2,107.7,110.4,114.1,117.9,122.4,128.6,135.3,141.6,147.5,152.4,157.0,161.5,165.1,168.2,170.8,171.0,173.3,175.6,177.5,179.1,
DEVO,219.2,213.4,210.4,209.9,208.6,209.8,211.4,215.1,220.1,224.3,231.8,239.7,249.9,260.5,272.5,289.8,308.5,326.4,343.2,356.7,369.6,382.6,393.5,402.6,410.0,410.1,416.7,423.6,430.0,435.1,
DEWP,225.4,219.2,216.1,215.0,212.8,212.4,212.0,213.2,214.8,216.5,220.4,224.8,231.0,237.3,245.0,255.9,267.6,278.7,289.1,297.8,306.0,314.0,320.6,326.4,331.6,332.4,336.8,341.2,344.9,347.8,
DRUM,256.2,249.5,246.0,245.5,244.4,246.5,249.0,253.9,260.1,265.6,275.5,285.5,298.3,311.7,326.5,349.5,375.2,400.0,423.6,442.3,460.0,479.0,495.7,510.5,522.1,522.4,533.5,545.0,556.0,565.1,
DRCR,80.9,78.7,77.4,77.0,76.3,76.4,76.5,77.3,78.4,79.4,81.3,83.3,86.1,88.9,92.2,97.2,102.6,107.8,112.6,116.6,120.3,124.2,127.5,130.4,132.8,133.0,135.2,137.5,139.5,141.2,
G_EXTRA_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
