Primary,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
DUDH_P,0.015,0.034,0.056,0.081,0.118,0.170,0.231,0.301,0.380,0.469,0.569,0.681,0.804,0.936,1.078,1.231,1.395,1.568,1.751,1.946,2.153,2.371,2.600,2.838,3.087,3.347,3.617,3.897,4.188,4.489
DUGR_P,0.001,0.002,0.003,0.004,0.006,0.009,0.012,0.015,0.019,0.024,0.029,0.034,0.041,0.047,0.054,0.062,0.070,0.079,0.088,0.098,0.109,0.120,0.131,0.143,0.156,0.169,0.182,0.196,0.211,0.226
DUMF,0.030,0.072,0.117,0.171,0.246,0.357,0.483,0.630,0.795,0.981,1.191,1.425,1.680,1.959,2.256,2.574,2.919,3.279,3.663,4.071,4.506,4.962,5.439,5.937,6.459,7.002,7.566,8.151,8.760,9.390
DUNB,0.017,0.039,0.063,0.092,0.135,0.194,0.263,0.342,0.433,0.534,0.648,0.776,0.915,1.065,1.228,1.402,1.588,1.785,1.993,2.216,2.451,2.700,2.960,3.231,3.515,3.810,4.117,4.437,4.768,5.111
DUNF,0.010,0.023,0.037,0.053,0.078,0.112,0.152,0.198,0.250,0.309,0.375,0.449,0.529,0.617,0.710,0.811,0.919,1.033,1.154,1.282,1.419,1.563,1.713,1.870,2.034,2.205,2.383,2.568,2.759,2.958
DUNO_P,0.008,0.020,0.032,0.046,0.067,0.097,0.131,0.171,0.216,0.267,0.324,0.387,0.457,0.532,0.613,0.700,0.793,0.891,0.995,1.106,1.224,1.348,1.478,1.613,1.755,1.902,2.056,2.215,2.381,2.552
DYCE_P,0.023,0.054,0.088,0.128,0.187,0.269,0.365,0.476,0.601,0.741,0.900,1.077,1.270,1.479,1.704,1.946,2.205,2.479,2.768,3.077,3.404,3.749,4.110,4.487,4.880,5.290,5.717,6.160,6.620,7.096
EALI_6,0.023,0.054,0.087,0.128,0.186,0.267,0.362,0.473,0.597,0.737,0.894,1.070,1.262,1.470,1.694,1.934,2.191,2.463,2.750,3.057,3.383,3.725,4.084,4.459,4.850,5.257,5.681,6.122,6.579,7.052
EASO_1,0.178,0.417,0.673,0.983,1.433,2.059,2.794,3.644,4.605,5.680,6.896,8.254,9.734,11.337,13.061,14.912,16.898,18.994,21.209,23.576,26.083,28.726,31.493,34.382,37.397,40.540,43.809,47.205,50.728,54.378
ECCL,0.037,0.087,0.141,0.206,0.300,0.431,0.585,0.763,0.964,1.189,1.444,1.728,2.038,2.373,2.734,3.122,3.538,3.976,4.440,4.936,5.461,6.014,6.593,7.198,7.829,8.487,9.171,9.882,10.620,11.384
