Primary,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
BUSH_1,15.382,15.575,15.768,15.961,16.154,16.347,16.927,17.603,18.375,19.148,20.113,21.079,22.045,23.010,23.976,24.942,25.907,26.873,27.839,28.804,29.770,30.735,31.701,32.667,33.632,34.598,35.564,36.529,37.495,38.461,39.426
BUST_1,11.220,11.361,11.502,11.643,11.783,11.924,12.347,12.840,13.403,13.967,14.671,15.376,16.080,16.785,17.489,18.193,18.898,19.602,20.306,21.011,21.715,22.420,23.124,23.828,24.533,25.237,25.941,26.646,27.350,28.055,28.759
CAAD_P,1.095,1.109,1.123,1.137,1.151,1.164,1.206,1.254,1.309,1.364,1.432,1.501,1.570,1.639,1.708,1.776,1.845,1.914,1.983,2.051,2.120,2.189,2.258,2.327,2.395,2.464,2.533,2.602,2.670,2.739,2.808
CANTN1;RICH1;RICH_J,32.150,32.554,32.957,33.362,33.765,34.169,35.380,36.793,38.407,40.022,42.040,44.058,46.077,48.095,50.114,52.132,54.151,56.169,58.187,60.206,62.224,64.243,66.260,68.279,70.297,72.315,74.334,76.352,78.371,80.389,82.407
CAPEA1,10.537,10.669,10.802,10.934,11.066,11.199,11.596,12.059,12.588,13.117,13.779,14.440,15.102,15.763,16.425,17.086,17.748,18.409,19.071,19.732,20.394,21.055,21.717,22.378,23.040,23.701,24.363,25.024,25.686,26.347,27.009
CARE_1,10.996,11.134,11.273,11.411,11.549,11.687,12.101,12.584,13.136,13.689,14.379,15.069,15.760,16.450,17.140,17.831,18.521,19.211,19.902,20.592,21.283,21.973,22.663,23.354,24.044,24.734,25.425,26.115,26.805,27.496,28.186
CARR_1,7.601,7.697,7.792,7.887,7.983,8.078,8.365,8.699,9.080,9.462,9.939,10.417,10.894,11.371,11.848,12.325,12.803,13.280,13.757,14.234,14.711,15.188,15.666,16.143,16.620,17.097,17.574,18.052,18.529,19.006,19.483
CATY,0.186,0.188,0.191,0.193,0.195,0.198,0.205,0.213,0.222,0.231,0.243,0.255,0.266,0.278,0.290,0.301,0.313,0.325,0.336,0.348,0.360,0.371,0.383,0.395,0.407,0.418,0.430,0.442,0.453,0.465,0.477
CELL_1,46.461,47.044,47.627,48.211,48.794,49.377,51.128,53.169,55.503,57.836,60.753,63.670,66.586,69.503,72.420,75.337,78.253,81.170,84.087,87.004,89.921,92.837,95.754,98.671,101.588,104.504,107.421,110.338,113.255,116.171,119.088
CHAP,3.827,3.875,3.923,3.971,4.019,4.067,4.211,4.379,4.572,4.764,5.004,5.244,5.484,5.725,5.965,6.205,6.445,6.686,6.926,7.166,7.406,7.647,7.887,8.127,8.367,8.608,8.848,9.088,9.328,9.569,9.809
CHAS,0.838,0.849,0.859,0.870,0.880,0.891,0.922,0.959,1.001,1.043,1.096,1.148,1.201,1.254,1.306,1.359,1.412,1.464,1.517,1.569,1.622,1.675,1.727,1.780,1.832,1.885,1.938,1.990,2.043,2.096,2.148
